SModelS_status Analysis Disp MT_displaced_xsec Tx file r_max m(N1) m(H+) ctau(H+) BR(H+)
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_960_mn1_0.79432_dm_50_la2_0.01_laL_0.01_.slha.py 0.03855 0.7943 960.0 4404.619 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_780_mn1_0.1_dm_50_la2_0.01_laL_0.01_.slha.py 0.2421 0.1 780.0 839.689 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.07269 THSCPM1b IDM_mhc_740_mn1_0.0025118_dm_50_la2_0.01_laL_0.01_.slha.py 0.1111 0.002511 740.0 23.491 1[N1,e-]
Non-excluded CMS-SUS-17-009 3.869 3.639 TSelSel IDM_mhc_420_mn1_1.2589e-05_dm_50_la2_0.01_laL_0.01_.slha.py 2.022e-06 1.258e-05 420.0 0.3681 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 107.813 THSCPM1b,THSCPM8 IDM_mhc_160_mn1_5.0118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 7.527 5.011e-05 160.0 10.666 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_480_mn1_0.079432_dm_50_la2_0.01_laL_0.01_.slha.py 1.753 0.07943 480.0 1777.72 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_700_mn1_0.3981_dm_50_la2_0.01_laL_0.01_.slha.py 0.3865 0.3981 700.0 4163.016 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_620_mn1_0.25118_dm_50_la2_0.01_laL_0.01_.slha.py 0.7104 0.2511 620.0 3350.203 1[N1,e-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.0398 THSCPM1b IDM_mhc_840_mn1_0.001_dm_50_la2_0.01_laL_0.01_.slha.py 0.01061 0.001 840.0 7.254 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.01855 THSCPM1b IDM_mhc_580_mn1_0.012589_dm_50_la2_0.01_laL_0.01_.slha.py 0.8727 0.01258 580.0 191.579 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.09735 THSCPM1b,THSCPM8 IDM_mhc_260_mn1_0.031622_dm_50_la2_0.01_laL_0.01_.slha.py 16.762 0.03162 260.0 2457.371 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_380_mn1_0.79432_dm_50_la2_0.01_laL_0.01_.slha.py 4.489 0.7943 380.0 28474.309 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_920_mn1_7.9432e-05_dm_50_la2_0.01_laL_0.01_.slha.py 1.497e-09 7.943e-05 920.0 0.4801 1[N1,e-]
Non-excluded CMS-SUS-17-009 0.6661 0.113 TSelSel IDM_mhc_740_mn1_3.1622e-06_dm_50_la2_0.01_laL_0.01_.slha.py 2.746e-05 3.162e-06 740.0 0.02958 1[N1,e-]
Non-excluded CMS-SUS-17-009 25.61 23.103 TSelSel IDM_mhc_260_mn1_2.5118e-06_dm_50_la2_0.01_laL_0.01_.slha.py 2.662e-05 2.511e-06 260.0 0.1953 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 9.071 THSCPM1b,THSCPM8 IDM_mhc_260_mn1_0.00050118_dm_50_la2_0.01_laL_0.01_.slha.py 10.158 0.0005011 260.0 38.997 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.7785 THSCPM1b,THSCPM8 IDM_mhc_460_mn1_0.0015848_dm_50_la2_0.01_laL_0.01_.slha.py 1.162 0.001584 460.0 38.615 1[N1,e-]
Non-excluded CMS-SUS-17-009 0.316 0.07481 TSelSel IDM_mhc_800_mn1_1.5848e-05_dm_50_la2_0.01_laL_0.01_.slha.py 9.986e-07 1.584e-05 800.0 0.1264 1[N1,e-]
Non-excluded CMS-SUS-17-009 2.791 1.594 TSelSel IDM_mhc_500_mn1_7.9432e-06_dm_50_la2_0.01_laL_0.01_.slha.py 5.441e-06 7.943e-06 500.0 0.163 1[N1,e-]
Non-excluded CMS-SUS-17-009 1.504 0.5796 TSelSel IDM_mhc_600_mn1_6.3095e-06_dm_50_la2_0.01_laL_0.01_.slha.py 8.221e-06 6.309e-06 600.0 0.0901 1[N1,e-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.2804 THSCPM1b IDM_mhc_680_mn1_0.00050118_dm_50_la2_0.01_laL_0.01_.slha.py 0.01755 0.0005011 680.0 5.558 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.7376 THSCPM1b,THSCPM8 IDM_mhc_220_mn1_0.0079432_dm_50_la2_0.01_laL_0.01_.slha.py 29.013 0.007943 220.0 869.281 1[N1,e-]
Non-excluded CMS-SUS-17-009 1.015 0.3131 TSelSel IDM_mhc_680_mn1_2.5118e-06_dm_50_la2_0.01_laL_0.01_.slha.py 4.908e-05 2.511e-06 680.0 0.02783 1[N1,e-]
Non-excluded CMS-EXO-13-006 7.029 30.893 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_240_mn1_1.9952e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.07981 1.995e-05 240.0 1.827 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_460_mn1_0.79432_dm_50_la2_0.01_laL_0.01_.slha.py 2.125 0.7943 460.0 19345.78 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_780_mn1_0.03981_dm_50_la2_0.01_laL_0.01_.slha.py 0.2318 0.03981 780.0 335.02 1[N1,e-]
Non-excluded CMS-SUS-17-009 8.542 3.638 TSelSel IDM_mhc_420_mn1_1.5848e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.0001257 1.584e-06 420.0 0.04642 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.3019 THSCPM1b IDM_mhc_620_mn1_0.0012589_dm_50_la2_0.01_laL_0.01_.slha.py 0.1714 0.001258 620.0 16.865 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.3923 THSCPM1b IDM_mhc_540_mn1_0.0019952_dm_50_la2_0.01_laL_0.01_.slha.py 0.5893 0.001995 540.0 35.174 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_800_mn1_0.15848_dm_50_la2_0.01_laL_0.01_.slha.py 0.2225 0.1584 800.0 1264.916 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_920_mn1_0.1_dm_50_la2_0.01_laL_0.01_.slha.py 0.04853 0.1 920.0 603.446 1[N1,e-]
Excluded CMS-EXO-13-006 0.0 44.103 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_220_mn1_5.0118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 1.732 5.011e-05 220.0 5.496 1[N1,e-]
Excluded CMS-EXO-13-006 0.0 0.1255 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_100_mn1_0.079432_dm_50_la2_0.01_laL_0.01_.slha.py 27.771 0.07943 100.0 45677.537 1[N1,e-]
Non-excluded CMS-SUS-17-009 0.4295 0.0984 TSelSel IDM_mhc_760_mn1_1.2589e-05_dm_50_la2_0.01_laL_0.01_.slha.py 1.707e-06 1.258e-05 760.0 0.1114 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_860_mn1_1.0_dm_50_la2_0.01_laL_0.01_.slha.py 0.1495 1.0 860.0 6923.753 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_400_mn1_0.31622_dm_50_la2_0.01_laL_0.01_.slha.py 3.782 0.3162 400.0 10224.194 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.2326 THSCPM1b IDM_mhc_420_mn1_0.0063095_dm_50_la2_0.01_laL_0.01_.slha.py 2.778 0.006309 420.0 184.417 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_920_mn1_0.50118_dm_50_la2_0.01_laL_0.01_.slha.py 0.05056 0.5011 920.0 3026.487 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 1.997 THSCPM1b,THSCPM8 IDM_mhc_160_mn1_0.0050118_dm_50_la2_0.01_laL_0.01_.slha.py 28.934 0.005011 160.0 1066.632 1[N1,e-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.01227 THSCPM1b IDM_mhc_900_mn1_0.0012589_dm_50_la2_0.01_laL_0.01_.slha.py 0.008451 0.001258 900.0 7.956 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM8 IDM_mhc_240_mn1_0.19952_dm_50_la2_0.01_laL_0.01_.slha.py 22.247 0.1995 240.0 18271.015 1[N1,e-]
Non-excluded CMS-EXO-13-006 4.94 5.467 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_380_mn1_1.2589e-05_dm_50_la2_0.01_laL_0.01_.slha.py 4.028e-06 1.258e-05 380.0 0.4515 1[N1,e-]
Excluded CMS-EXO-13-006 0.0 2.906 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_140_mn1_0.003981_dm_50_la2_0.01_laL_0.01_.slha.py 13.403 0.003981 140.0 1121.175 1[N1,e-]
Non-excluded CMS-SUS-17-009 10.023 6.771 TSelSel IDM_mhc_360_mn1_3.981e-06_dm_50_la2_0.01_laL_0.01_.slha.py 1.81e-05 3.981e-06 360.0 0.1591 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_920_mn1_0.00015848_dm_50_la2_0.01_laL_0.01_.slha.py 1.316e-06 0.0001584 920.0 0.9578 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_820_mn1_0.3981_dm_50_la2_0.01_laL_0.01_.slha.py 0.2018 0.3981 820.0 3031.136 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM8 IDM_mhc_220_mn1_0.63095_dm_50_la2_0.01_laL_0.01_.slha.py 29.638 0.6309 220.0 69237.531 1[N1,e-]
Non-excluded CMS-SUS-17-009 1.085 0.424 TSelSel IDM_mhc_640_mn1_7.9432e-06_dm_50_la2_0.01_laL_0.01_.slha.py 5.438e-06 7.943e-06 640.0 0.09966 1[N1,e-]
Non-excluded CMS-SUS-17-009 0.2285 0.06539 TSelSel IDM_mhc_820_mn1_3.1622e-05_dm_50_la2_0.01_laL_0.01_.slha.py 2.465e-07 3.162e-05 820.0 0.2406 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_420_mn1_0.50118_dm_50_la2_0.01_laL_0.01_.slha.py 3.158 0.5011 420.0 14616.812 1[N1,e-]
Non-excluded CMS-SUS-17-009 2.28 1.126 TSelSel IDM_mhc_540_mn1_6.3095e-06_dm_50_la2_0.01_laL_0.01_.slha.py 8.782e-06 6.309e-06 540.0 0.1108 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.01465 THSCPM1b IDM_mhc_860_mn1_0.0025118_dm_50_la2_0.01_laL_0.01_.slha.py 0.03771 0.002511 860.0 17.309 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.9971 1.126 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_540_mn1_3.981e-05_dm_50_la2_0.01_laL_0.01_.slha.py 2.507e-05 3.981e-05 540.0 0.7022 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_880_mn1_0.0079432_dm_50_la2_0.01_laL_0.01_.slha.py 0.08361 0.007943 880.0 52.48 1[N1,e-]
Excluded CMS-EXO-13-006 0.0 434.84 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_100_mn1_1.9952e-05_dm_50_la2_0.01_laL_0.01_.slha.py 14.915 1.995e-05 100.0 11.472 1[N1,e-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.06084 THSCPM1b IDM_mhc_800_mn1_0.00063095_dm_50_la2_0.01_laL_0.01_.slha.py 0.006001 0.0006309 800.0 5.046 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.9225 THSCPM1b IDM_mhc_340_mn1_0.0031622_dm_50_la2_0.01_laL_0.01_.slha.py 5.866 0.003162 340.0 141.961 1[N1,e-]
Non-excluded CMS-SUS-17-009 0.4006 0.09813 TSelSel IDM_mhc_760_mn1_1.5848e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.0001027 1.584e-06 760.0 0.01409 1[N1,e-]
Non-excluded CMS-SUS-17-009 11.932 5.466 TSelSel IDM_mhc_380_mn1_1.5848e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.0001169 1.584e-06 380.0 0.05686 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_960_mn1_6.3095e-05_dm_50_la2_0.01_laL_0.01_.slha.py 4.36e-10 6.309e-05 960.0 0.3498 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_920_mn1_1e-05_dm_50_la2_0.01_laL_0.01_.slha.py 1.429e-09 1e-05 920.0 0.06034 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_500_mn1_0.15848_dm_50_la2_0.01_laL_0.01_.slha.py 1.52 0.1584 500.0 3261.602 1[N1,e-]
Non-excluded CMS-EXO-13-006 25.045 267.56 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_120_mn1_2.5118e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.02211 2.511e-06 120.0 0.9817 1[N1,e-]
Non-excluded CMS-SUS-17-009 8.157 4.445 TSelSel IDM_mhc_400_mn1_3.1622e-06_dm_50_la2_0.01_laL_0.01_.slha.py 2.997e-05 3.162e-06 400.0 0.1022 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_720_mn1_0.015848_dm_50_la2_0.01_laL_0.01_.slha.py 0.3096 0.01584 720.0 156.608 1[N1,e-]
Excluded CMS-EXO-13-006 0.0 27.378 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_120_mn1_0.00050118_dm_50_la2_0.01_laL_0.01_.slha.py 18.542 0.0005011 120.0 195.373 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.03137 THSCPM1b IDM_mhc_360_mn1_0.025118_dm_50_la2_0.01_laL_0.01_.slha.py 5.455 0.02511 360.0 1006.77 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_900_mn1_0.31622_dm_50_la2_0.01_laL_0.01_.slha.py 0.1169 0.3162 900.0 1997.236 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_1000_mn1_0.1_dm_50_la2_0.01_laL_0.01_.slha.py 0.02774 0.1 1000.0 511.209 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_320_mn1_0.31622_dm_50_la2_0.01_laL_0.01_.slha.py 8.621 0.3162 320.0 16042.842 1[N1,e-]
Non-excluded CMS-SUS-17-009 1.196 0.4235 TSelSel IDM_mhc_640_mn1_1.5848e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.0001324 1.584e-06 640.0 0.01983 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.6105 THSCPM1b,THSCPM8 IDM_mhc_180_mn1_0.012589_dm_50_la2_0.01_laL_0.01_.slha.py 45.592 0.01258 180.0 2094.766 1[N1,e-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.0 THSCPM1b IDM_mhc_920_mn1_0.00063095_dm_50_la2_0.01_laL_0.01_.slha.py 0.001097 0.0006309 920.0 3.809 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_660_mn1_0.031622_dm_50_la2_0.01_laL_0.01_.slha.py 0.4832 0.03162 660.0 372.315 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 1.059 THSCPM1b IDM_mhc_420_mn1_0.0015848_dm_50_la2_0.01_laL_0.01_.slha.py 1.885 0.001584 420.0 46.429 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_420_mn1_0.3981_dm_50_la2_0.01_laL_0.01_.slha.py 3.157 0.3981 420.0 11676.151 1[N1,e-]
Non-excluded CMS-SUS-17-009 0.4819 0.09839 TSelSel IDM_mhc_760_mn1_7.9432e-06_dm_50_la2_0.01_laL_0.01_.slha.py 4.272e-06 7.943e-06 760.0 0.07047 1[N1,e-]
Non-excluded CMS-SUS-17-009 0.1386 0.0 TSelSel IDM_mhc_900_mn1_3.1622e-05_dm_50_la2_0.01_laL_0.01_.slha.py 2.259e-07 3.162e-05 900.0 0.1997 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM8 IDM_mhc_280_mn1_0.19952_dm_50_la2_0.01_laL_0.01_.slha.py 13.125 0.1995 280.0 13332.902 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.02494 THSCPM1b IDM_mhc_440_mn1_0.019952_dm_50_la2_0.01_laL_0.01_.slha.py 2.48 0.01995 440.0 531.878 1[N1,e-]
Non-excluded CMS-SUS-17-009 4.012 2.293 TSelSel IDM_mhc_460_mn1_6.3095e-06_dm_50_la2_0.01_laL_0.01_.slha.py 8.565e-06 6.309e-06 460.0 0.1541 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.5723 THSCPM1b,THSCPM8 IDM_mhc_260_mn1_0.0079432_dm_50_la2_0.01_laL_0.01_.slha.py 16.611 0.007943 260.0 616.646 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 3.622 THSCPM1b,THSCPM8 IDM_mhc_300_mn1_0.001_dm_50_la2_0.01_laL_0.01_.slha.py 7.438 0.001 300.0 58.037 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_560_mn1_0.19952_dm_50_la2_0.01_laL_0.01_.slha.py 1.11 0.1995 560.0 3267.002 1[N1,e-]
Non-excluded CMS-SUS-17-009 6.222 5.467 TSelSel IDM_mhc_380_mn1_7.9432e-06_dm_50_la2_0.01_laL_0.01_.slha.py 4.706e-06 7.943e-06 380.0 0.2847 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_800_mn1_0.63095_dm_50_la2_0.01_laL_0.01_.slha.py 0.2257 0.6309 800.0 5046.725 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.1892 THSCPM1b IDM_mhc_660_mn1_0.0012589_dm_50_la2_0.01_laL_0.01_.slha.py 0.1019 0.001258 660.0 14.836 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.0 1.748 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_480_mn1_0.0003981_dm_50_la2_0.01_laL_0.01_.slha.py 0.2658 0.0003981 480.0 8.888 1[N1,e-]
Non-excluded CMS-SUS-17-009 4.286 3.639 TSelSel IDM_mhc_420_mn1_1e-05_dm_50_la2_0.01_laL_0.01_.slha.py 3.203e-06 1e-05 420.0 0.2927 1[N1,e-]
Non-excluded CMS-SUS-17-009 0.1477 0.05723 TSelSel IDM_mhc_840_mn1_6.3095e-05_dm_50_la2_0.01_laL_0.01_.slha.py 6.077e-08 6.309e-05 840.0 0.4578 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.04099 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_880_mn1_0.00031622_dm_50_la2_0.01_laL_0.01_.slha.py 0.0001657 0.0003162 880.0 2.088 1[N1,e-]
Non-excluded CMS-SUS-17-009 3.25 1.337 TSelSel IDM_mhc_520_mn1_3.1622e-06_dm_50_la2_0.01_laL_0.01_.slha.py 3.44e-05 3.162e-06 520.0 0.06016 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 1.755 THSCPM1b,THSCPM8 IDM_mhc_280_mn1_0.0025118_dm_50_la2_0.01_laL_0.01_.slha.py 11.553 0.002511 280.0 167.226 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_720_mn1_0.063095_dm_50_la2_0.01_laL_0.01_.slha.py 0.3473 0.06309 720.0 622.482 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_860_mn1_0.19952_dm_50_la2_0.01_laL_0.01_.slha.py 0.1475 0.1995 860.0 1379.908 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM8 IDM_mhc_200_mn1_1.0_dm_50_la2_0.01_laL_0.01_.slha.py 39.32 1.0 200.0 133329.029 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_980_mn1_3.981e-06_dm_50_la2_0.01_laL_0.01_.slha.py 1.082e-09 3.981e-06 980.0 0.02119 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_740_mn1_0.050118_dm_50_la2_0.01_laL_0.01_.slha.py 0.2934 0.05011 740.0 468.71 1[N1,e-]
Non-excluded CMS-SUS-17-009 1.13 0.4935 TSelSel IDM_mhc_620_mn1_1e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.0003187 1e-06 620.0 0.01333 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.091 THSCPM1b IDM_mhc_700_mn1_0.0025118_dm_50_la2_0.01_laL_0.01_.slha.py 0.1558 0.002511 700.0 26.275 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_300_mn1_0.50118_dm_50_la2_0.01_laL_0.01_.slha.py 10.67 0.5011 300.0 29061.408 1[N1,e-]
Non-excluded CMS-SUS-17-009 0.9342 0.4241 TSelSel IDM_mhc_640_mn1_1.2589e-05_dm_50_la2_0.01_laL_0.01_.slha.py 2.171e-06 1.258e-05 640.0 0.1578 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_340_mn1_0.1_dm_50_la2_0.01_laL_0.01_.slha.py 6.908 0.1 340.0 4494.919 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_500_mn1_0.63095_dm_50_la2_0.01_laL_0.01_.slha.py 1.528 0.6309 500.0 12982.037 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.448 14.253 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_300_mn1_5.0118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.1463 5.011e-05 300.0 2.906 1[N1,e-]
Excluded CMS-EXO-13-006 0.0 40.65 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_100_mn1_0.0003981_dm_50_la2_0.01_laL_0.01_.slha.py 27.061 0.0003981 100.0 228.917 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.01135 THSCPM1b IDM_mhc_720_mn1_0.01_dm_50_la2_0.01_laL_0.01_.slha.py 0.283 0.01 720.0 98.663 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 4.144 THSCPM1b,THSCPM8 IDM_mhc_280_mn1_0.001_dm_50_la2_0.01_laL_0.01_.slha.py 9.872 0.001 280.0 66.664 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.09371 0.07422 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_800_mn1_0.00015848_dm_50_la2_0.01_laL_0.01_.slha.py 3.456e-05 0.0001584 800.0 1.264 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.01248 THSCPM1b,THSCPM8 IDM_mhc_220_mn1_0.15848_dm_50_la2_0.01_laL_0.01_.slha.py 29.561 0.1584 220.0 17309.382 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.0 7.075 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_360_mn1_0.0001_dm_50_la2_0.01_laL_0.01_.slha.py 0.3864 0.0001 360.0 4.002 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_820_mn1_0.019952_dm_50_la2_0.01_laL_0.01_.slha.py 0.1736 0.01995 820.0 151.789 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.01848 THSCPM1b IDM_mhc_820_mn1_0.0025118_dm_50_la2_0.01_laL_0.01_.slha.py 0.05795 0.002511 820.0 19.157 1[N1,e-]
Non-excluded CMS-EXO-13-006 1.227 1.593 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_500_mn1_3.981e-05_dm_50_la2_0.01_laL_0.01_.slha.py 8.481e-05 3.981e-05 500.0 0.8187 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 4.984 THSCPM1b,THSCPM8 IDM_mhc_340_mn1_0.00050118_dm_50_la2_0.01_laL_0.01_.slha.py 2.683 0.0005011 340.0 22.525 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_920_mn1_1.5848e-05_dm_50_la2_0.01_laL_0.01_.slha.py 1.437e-09 1.584e-05 920.0 0.09578 1[N1,e-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.0 THSCPM1b IDM_mhc_1000_mn1_0.0019952_dm_50_la2_0.01_laL_0.01_.slha.py 0.006606 0.001995 1000.0 10.224 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 1.176 THSCPM1b IDM_mhc_300_mn1_0.0031622_dm_50_la2_0.01_laL_0.01_.slha.py 9.369 0.003162 300.0 182.71 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.165 0.07481 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_800_mn1_7.9432e-05_dm_50_la2_0.01_laL_0.01_.slha.py 3.272e-07 7.943e-05 800.0 0.6344 1[N1,e-]
Non-excluded CMS-SUS-17-009 14.129 8.453 TSelSel IDM_mhc_340_mn1_2.5118e-06_dm_50_la2_0.01_laL_0.01_.slha.py 4.187e-05 2.511e-06 340.0 0.1127 1[N1,e-]
Non-excluded CMS-SUS-17-009 1.173 0.3639 TSelSel IDM_mhc_660_mn1_3.1622e-06_dm_50_la2_0.01_laL_0.01_.slha.py 3.324e-05 3.162e-06 660.0 0.03723 1[N1,e-]
Non-excluded CMS-SUS-17-009 0.3341 0.08574 TSelSel IDM_mhc_780_mn1_1.9952e-05_dm_50_la2_0.01_laL_0.01_.slha.py 6.56e-07 1.995e-05 780.0 0.1672 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.02547 THSCPM1b,THSCPM8 IDM_mhc_160_mn1_0.12589_dm_50_la2_0.01_laL_0.01_.slha.py 29.007 0.1258 160.0 26810.728 1[N1,e-]
