SModelS_status Analysis Disp MT_displaced_xsec Tx file r_max m(N1) m(H+) ctau(H+) BR(H+)
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_400_mn1_0.3981_dm_50_la2_0.01_laL_0.01_.slha.py 3.784 0.3981 400.0 12897.187 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 0.01194 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_100_mn1_0.50118_dm_50_la2_0.01_laL_0.01_.slha.py 27.858 0.5011 100.0 288068.559 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.1234 THSCPM1b IDM_mhc_420_mn1_0.01_dm_50_la2_0.01_laL_0.01_.slha.py 2.915 0.01 420.0 292.769 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_700_mn1_0.63095_dm_50_la2_0.01_laL_0.01_.slha.py 0.3873 0.6309 700.0 6599.563 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 4.808 THSCPM1b,THSCPM8 IDM_mhc_200_mn1_0.0015848_dm_50_la2_0.01_laL_0.01_.slha.py 35.652 0.001584 200.0 211.724 1[N1,mu-]
Non-excluded CMS-SUS-17-009 0.8243 0.4231 TSlepSlep IDM_mhc_640_mn1_1.2589e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.0002201 1.258e-06 640.0 0.01578 1[N1,mu-]
Non-excluded CMS-SUS-17-009 12.431 13.789 TSlepSlep IDM_mhc_300_mn1_5.0118e-06_dm_50_la2_0.01_laL_0.01_.slha.py 8.999e-06 5.011e-06 300.0 0.2906 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.1795 0.3577 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_660_mn1_0.00012589_dm_50_la2_0.01_laL_0.01_.slha.py 0.0005073 0.0001258 660.0 1.483 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 16.364 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_100_mn1_0.001_dm_50_la2_0.01_laL_0.01_.slha.py 27.306 0.001 100.0 575.297 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.1385 THSCPM1b IDM_mhc_440_mn1_0.0079432_dm_50_la2_0.01_laL_0.01_.slha.py 2.317 0.007943 440.0 211.497 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_980_mn1_0.3981_dm_50_la2_0.01_laL_0.01_.slha.py 0.033 0.3981 980.0 2119.516 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.0 3.775 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_420_mn1_0.00015848_dm_50_la2_0.01_laL_0.01_.slha.py 0.2546 0.0001584 420.0 4.642 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_980_mn1_3.981e-05_dm_50_la2_0.01_laL_0.01_.slha.py 1.096e-09 3.981e-05 980.0 0.2119 1[N1,mu-]
Non-excluded CMS-SUS-17-009 0.9537 0.495 TSlepSlep IDM_mhc_620_mn1_1e-05_dm_50_la2_0.01_laL_0.01_.slha.py 3.674e-06 1e-05 620.0 0.1333 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_800_mn1_0.019952_dm_50_la2_0.01_laL_0.01_.slha.py 0.1951 0.01995 800.0 159.134 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.4594 THSCPM1b IDM_mhc_620_mn1_0.00079432_dm_50_la2_0.01_laL_0.01_.slha.py 0.08948 0.0007943 620.0 10.608 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_1000_mn1_0.063095_dm_50_la2_0.01_laL_0.01_.slha.py 0.0274 0.06309 1000.0 322.429 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.01213 THSCPM1b IDM_mhc_820_mn1_0.0050118_dm_50_la2_0.01_laL_0.01_.slha.py 0.1084 0.005011 820.0 38.167 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM8 IDM_mhc_280_mn1_1.0_dm_50_la2_0.01_laL_0.01_.slha.py 13.186 1.0 280.0 66664.514 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 7.437 THSCPM1b,THSCPM8 IDM_mhc_340_mn1_0.00025118_dm_50_la2_0.01_laL_0.01_.slha.py 1.253 0.0002511 340.0 11.275 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.4191 0.4948 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_620_mn1_6.3095e-05_dm_50_la2_0.01_laL_0.01_.slha.py 2.045e-05 6.309e-05 620.0 0.8432 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 1.009 THSCPM1b IDM_mhc_360_mn1_0.0025118_dm_50_la2_0.01_laL_0.01_.slha.py 4.399 0.002511 360.0 100.677 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_600_mn1_0.03981_dm_50_la2_0.01_laL_0.01_.slha.py 0.8 0.03981 600.0 567.031 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.5231 1.311 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_520_mn1_7.9432e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.002813 7.943e-05 520.0 1.506 1[N1,mu-]
Non-excluded CMS-SUS-17-009 0.7177 0.4226 TSlepSlep IDM_mhc_640_mn1_1e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.0003445 1e-06 640.0 0.01248 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.09164 THSCPM1b IDM_mhc_780_mn1_0.0012589_dm_50_la2_0.01_laL_0.01_.slha.py 0.02949 0.001258 780.0 10.608 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.0 0.8828 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_560_mn1_0.0003981_dm_50_la2_0.01_laL_0.01_.slha.py 0.07362 0.0003981 560.0 6.512 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.01468 THSCPM1b IDM_mhc_840_mn1_0.0031622_dm_50_la2_0.01_laL_0.01_.slha.py 0.06074 0.003162 840.0 22.918 1[N1,mu-]
Non-excluded CMS-EXO-13-006 3.392 4.446 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_400_mn1_1.5848e-05_dm_50_la2_0.01_laL_0.01_.slha.py 9.513e-06 1.584e-05 400.0 0.5125 1[N1,mu-]
Non-excluded CMS-EXO-13-006 2.263 5.445 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_380_mn1_3.1622e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.003898 3.162e-05 380.0 1.134 1[N1,mu-]
Non-excluded CMS-SUS-17-009 23.213 23.103 TSlepSlep IDM_mhc_260_mn1_1.9952e-06_dm_50_la2_0.01_laL_0.01_.slha.py 4.376e-05 1.995e-06 260.0 0.1553 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.2331 THSCPM1b IDM_mhc_380_mn1_0.0079432_dm_50_la2_0.01_laL_0.01_.slha.py 4.13 0.007943 380.0 284.743 1[N1,mu-]
Non-excluded CMS-EXO-13-006 3.786 31.252 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_240_mn1_2.5118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.187 2.511e-05 240.0 2.302 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 1.298 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_120_mn1_0.01_dm_50_la2_0.01_laL_0.01_.slha.py 19.835 0.01 120.0 3907.464 1[N1,mu-]
Non-excluded CMS-SUS-17-009 0.297 0.09841 TSlepSlep IDM_mhc_760_mn1_3.1622e-05_dm_50_la2_0.01_laL_0.01_.slha.py 3.128e-07 3.162e-05 760.0 0.2802 1[N1,mu-]
Non-excluded CMS-SUS-17-009 0.7142 0.313 TSlepSlep IDM_mhc_680_mn1_1.9952e-06_dm_50_la2_0.01_laL_0.01_.slha.py 8.487e-05 1.995e-06 680.0 0.02212 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.2363 THSCPM1b,THSCPM8 IDM_mhc_160_mn1_0.031622_dm_50_la2_0.01_laL_0.01_.slha.py 28.979 0.03162 160.0 6734.708 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.01121 THSCPM1b IDM_mhc_680_mn1_0.012589_dm_50_la2_0.01_laL_0.01_.slha.py 0.3709 0.01258 680.0 139.948 1[N1,mu-]
Non-excluded CMS-SUS-17-009 0.153 0.0 TSlepSlep IDM_mhc_900_mn1_7.9432e-06_dm_50_la2_0.01_laL_0.01_.slha.py 4.057e-06 7.943e-06 900.0 0.05021 1[N1,mu-]
Non-excluded CMS-SUS-17-009 0.1804 0.06514 TSlepSlep IDM_mhc_820_mn1_1.5848e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.0001071 1.584e-06 820.0 0.01203 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.09669 THSCPM1b IDM_mhc_340_mn1_0.019952_dm_50_la2_0.01_laL_0.01_.slha.py 6.762 0.01995 340.0 896.94 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.1351 THSCPM1b IDM_mhc_740_mn1_0.00063095_dm_50_la2_0.01_laL_0.01_.slha.py 0.01365 0.0006309 740.0 5.907 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM8 IDM_mhc_200_mn1_0.79432_dm_50_la2_0.01_laL_0.01_.slha.py 39.306 0.7943 200.0 106089.765 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 21.456 THSCPM1b,THSCPM8 IDM_mhc_200_mn1_0.00031622_dm_50_la2_0.01_laL_0.01_.slha.py 24.567 0.0003162 200.0 42.254 1[N1,mu-]
Non-excluded CMS-EXO-13-006 12.484 171.8 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_140_mn1_5.0118e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.08353 5.011e-06 140.0 1.409 1[N1,mu-]
Non-excluded CMS-SUS-17-009 7.872 4.444 TSlepSlep IDM_mhc_400_mn1_1.2589e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.0002016 1.258e-06 400.0 0.04068 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_780_mn1_0.079432_dm_50_la2_0.01_laL_0.01_.slha.py 0.2403 0.07943 780.0 668.904 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.0 3.72 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_420_mn1_0.00012589_dm_50_la2_0.01_laL_0.01_.slha.py 0.1649 0.0001258 420.0 3.681 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_980_mn1_0.025118_dm_50_la2_0.01_laL_0.01_.slha.py 0.02862 0.02511 980.0 133.329 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.1275 0.3472 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_660_mn1_0.00015848_dm_50_la2_0.01_laL_0.01_.slha.py 0.00113 0.0001584 660.0 1.861 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 63.091 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_100_mn1_0.00025118_dm_50_la2_0.01_laL_0.01_.slha.py 26.933 0.0002511 100.0 144.034 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.07722 0.2875 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_680_mn1_0.00019952_dm_50_la2_0.01_laL_0.01_.slha.py 0.001894 0.0001995 680.0 2.212 1[N1,mu-]
Non-excluded CMS-SUS-17-009 0.0 0.0 TSlepSlep IDM_mhc_900_mn1_0.0001_dm_50_la2_0.01_laL_0.01_.slha.py 2.596e-08 0.0001 900.0 0.6304 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_980_mn1_5.0118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 1.103e-09 5.011e-05 980.0 0.2666 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 1.403 THSCPM1b,THSCPM8 IDM_mhc_460_mn1_0.00079432_dm_50_la2_0.01_laL_0.01_.slha.py 0.7112 0.0007943 460.0 19.345 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 17.51 THSCPM1b,THSCPM8 IDM_mhc_260_mn1_0.00019952_dm_50_la2_0.01_laL_0.01_.slha.py 5.099 0.0001995 260.0 15.537 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 6.082 THSCPM1b,THSCPM8 IDM_mhc_200_mn1_0.0012589_dm_50_la2_0.01_laL_0.01_.slha.py 34.52 0.001258 200.0 168.655 1[N1,mu-]
Non-excluded CMS-SUS-17-009 0.2444 0.06538 TSlepSlep IDM_mhc_820_mn1_1.2589e-05_dm_50_la2_0.01_laL_0.01_.slha.py 1.794e-06 1.258e-05 820.0 0.09578 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 15.889 THSCPM1b,THSCPM8 IDM_mhc_280_mn1_0.00015848_dm_50_la2_0.01_laL_0.01_.slha.py 2.346 0.0001584 280.0 10.608 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 2.437 THSCPM1b,THSCPM8 IDM_mhc_360_mn1_0.001_dm_50_la2_0.01_laL_0.01_.slha.py 3.13 0.001 360.0 40.025 1[N1,mu-]
Non-excluded CMS-SUS-17-009 3.199 2.771 TSlepSlep IDM_mhc_440_mn1_1e-05_dm_50_la2_0.01_laL_0.01_.slha.py 3.513e-06 1e-05 440.0 0.2662 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.02565 THSCPM1b IDM_mhc_600_mn1_0.0079432_dm_50_la2_0.01_laL_0.01_.slha.py 0.6751 0.007943 600.0 113.406 1[N1,mu-]
Non-excluded CMS-SUS-17-009 0.209 0.05013 TSlepSlep IDM_mhc_860_mn1_3.981e-06_dm_50_la2_0.01_laL_0.01_.slha.py 1.702e-05 3.981e-06 860.0 0.02752 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_940_mn1_0.01_dm_50_la2_0.01_laL_0.01_.slha.py 0.03074 0.01 940.0 57.867 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.3368 1.871 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_480_mn1_0.0001_dm_50_la2_0.01_laL_0.01_.slha.py 0.01912 0.0001 480.0 2.234 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_940_mn1_6.3095e-06_dm_50_la2_0.01_laL_0.01_.slha.py 4.081e-10 6.309e-06 940.0 0.03654 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.2356 THSCPM1b IDM_mhc_300_mn1_0.012589_dm_50_la2_0.01_laL_0.01_.slha.py 10.334 0.01258 300.0 730.84 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM8 IDM_mhc_240_mn1_0.50118_dm_50_la2_0.01_laL_0.01_.slha.py 22.288 0.5011 240.0 45889.991 1[N1,mu-]
Non-excluded CMS-EXO-13-006 1.978 3.635 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_420_mn1_3.1622e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.0006028 3.162e-05 420.0 0.9264 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_880_mn1_0.31622_dm_50_la2_0.01_laL_0.01_.slha.py 0.1305 0.3162 880.0 2088.116 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 391.801 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_100_mn1_2.5118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 17.148 2.511e-05 100.0 14.403 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_900_mn1_1.0_dm_50_la2_0.01_laL_0.01_.slha.py 0.1179 1.0 900.0 6304.375 1[N1,mu-]
Non-excluded CMS-SUS-17-009 55.197 79.053 TSlepSlep IDM_mhc_180_mn1_1e-06_dm_50_la2_0.01_laL_0.01_.slha.py 7.874e-05 1e-06 180.0 0.1658 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_440_mn1_0.63095_dm_50_la2_0.01_laL_0.01_.slha.py 2.591 0.6309 440.0 16865.552 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 2.608 THSCPM1b,THSCPM8 IDM_mhc_400_mn1_0.00063095_dm_50_la2_0.01_laL_0.01_.slha.py 1.31 0.0006309 400.0 20.385 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_480_mn1_0.15848_dm_50_la2_0.01_laL_0.01_.slha.py 1.765 0.1584 480.0 3542.674 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.07892 THSCPM1b IDM_mhc_420_mn1_0.015848_dm_50_la2_0.01_laL_0.01_.slha.py 3.004 0.01584 420.0 464.298 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_920_mn1_0.19952_dm_50_la2_0.01_laL_0.01_.slha.py 0.04939 0.1995 920.0 1203.213 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.0 18.754 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_280_mn1_7.9432e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.7061 7.943e-05 280.0 5.304 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 35.602 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_140_mn1_0.00031622_dm_50_la2_0.01_laL_0.01_.slha.py 12.305 0.0003162 140.0 89.288 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 4.943 THSCPM1b,THSCPM8 IDM_mhc_160_mn1_0.0019952_dm_50_la2_0.01_laL_0.01_.slha.py 28.86 0.001995 160.0 424.359 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 74.271 THSCPM1b,THSCPM8 IDM_mhc_180_mn1_6.3095e-05_dm_50_la2_0.01_laL_0.01_.slha.py 8.652 6.309e-05 180.0 10.496 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_840_mn1_0.1_dm_50_la2_0.01_laL_0.01_.slha.py 0.1673 0.1 840.0 725.466 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_920_mn1_0.0079432_dm_50_la2_0.01_laL_0.01_.slha.py 0.03228 0.007943 920.0 48.011 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_360_mn1_0.15848_dm_50_la2_0.01_laL_0.01_.slha.py 5.565 0.1584 360.0 6344.918 1[N1,mu-]
Non-excluded CMS-SUS-17-009 0.3149 0.07474 TSlepSlep IDM_mhc_800_mn1_3.1622e-06_dm_50_la2_0.01_laL_0.01_.slha.py 2.812e-05 3.162e-06 800.0 0.02529 1[N1,mu-]
Non-excluded CMS-SUS-17-009 0.501 0.113 TSlepSlep IDM_mhc_740_mn1_3.981e-06_dm_50_la2_0.01_laL_0.01_.slha.py 2.001e-05 3.981e-06 740.0 0.03723 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.7493 THSCPM1b,THSCPM8 IDM_mhc_520_mn1_0.001_dm_50_la2_0.01_laL_0.01_.slha.py 0.4119 0.001 520.0 18.973 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.5783 0.8726 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_560_mn1_6.3095e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.0002386 6.309e-05 560.0 1.033 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_480_mn1_0.1_dm_50_la2_0.01_laL_0.01_.slha.py 1.758 0.1 480.0 2234.733 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.2869 0.3637 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_660_mn1_7.9432e-05_dm_50_la2_0.01_laL_0.01_.slha.py 3.225e-05 7.943e-05 660.0 0.9351 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.1257 THSCPM1b IDM_mhc_540_mn1_0.0050118_dm_50_la2_0.01_laL_0.01_.slha.py 0.8888 0.005011 540.0 88.487 1[N1,mu-]
Non-excluded CMS-SUS-17-009 0.3808 0.1131 TSlepSlep IDM_mhc_740_mn1_1.5848e-05_dm_50_la2_0.01_laL_0.01_.slha.py 1.282e-06 1.584e-05 740.0 0.1483 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM8 IDM_mhc_160_mn1_0.3981_dm_50_la2_0.01_laL_0.01_.slha.py 29.015 0.3981 160.0 84689.683 1[N1,mu-]
Non-excluded CMS-EXO-13-006 11.418 56.394 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_200_mn1_1e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.03509 1e-05 200.0 1.333 1[N1,mu-]
Non-excluded CMS-EXO-13-006 35.465 267.419 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_120_mn1_1.9952e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.004562 1.995e-06 120.0 0.7799 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.02288 THSCPM1b IDM_mhc_760_mn1_0.0031622_dm_50_la2_0.01_laL_0.01_.slha.py 0.1138 0.003162 760.0 28.029 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 64.634 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_120_mn1_0.00019952_dm_50_la2_0.01_laL_0.01_.slha.py 17.987 0.0001995 120.0 77.994 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_1000_mn1_0.63095_dm_50_la2_0.01_laL_0.01_.slha.py 0.0291 0.6309 1000.0 3224.296 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.08357 THSCPM1b IDM_mhc_580_mn1_0.0063095_dm_50_la2_0.01_laL_0.01_.slha.py 0.7707 0.006309 580.0 96.257 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 116.327 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_160_mn1_3.981e-05_dm_50_la2_0.01_laL_0.01_.slha.py 3.643 3.981e-05 160.0 8.468 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.276 0.4899 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_620_mn1_0.0001_dm_50_la2_0.01_laL_0.01_.slha.py 0.0003489 0.0001 620.0 1.333 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.0 5.692 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_380_mn1_0.00012589_dm_50_la2_0.01_laL_0.01_.slha.py 0.3843 0.0001258 380.0 4.515 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM8 IDM_mhc_260_mn1_0.31622_dm_50_la2_0.01_laL_0.01_.slha.py 16.999 0.3162 260.0 24573.718 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 1.378 THSCPM1b,THSCPM8 IDM_mhc_240_mn1_0.003981_dm_50_la2_0.01_laL_0.01_.slha.py 21.514 0.003981 240.0 364.744 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_940_mn1_0.63095_dm_50_la2_0.01_laL_0.01_.slha.py 0.04409 0.6309 940.0 3654.203 1[N1,mu-]
Non-excluded CMS-SUS-17-009 0.3186 0.1126 TSlepSlep IDM_mhc_740_mn1_1.2589e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.0001915 1.258e-06 740.0 0.01174 1[N1,mu-]
Non-excluded CMS-EXO-13-006 20.534 56.306 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_200_mn1_5.0118e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.0007267 5.011e-06 200.0 0.6689 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.02897 THSCPM1b,THSCPM8 IDM_mhc_200_mn1_0.079432_dm_50_la2_0.01_laL_0.01_.slha.py 39.049 0.07943 200.0 10608.976 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.138 0.09804 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_760_mn1_0.00012589_dm_50_la2_0.01_laL_0.01_.slha.py 3.616e-05 0.0001258 760.0 1.114 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_580_mn1_0.31622_dm_50_la2_0.01_laL_0.01_.slha.py 0.984 0.3162 580.0 4824.62 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_880_mn1_0.031622_dm_50_la2_0.01_laL_0.01_.slha.py 0.1177 0.03162 880.0 208.811 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.0 1.275 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_520_mn1_0.00015848_dm_50_la2_0.01_laL_0.01_.slha.py 0.02729 0.0001584 520.0 3.012 1[N1,mu-]
Non-excluded CMS-SUS-17-009 4.876 5.467 TSlepSlep IDM_mhc_380_mn1_1e-05_dm_50_la2_0.01_laL_0.01_.slha.py 3.043e-06 1e-05 380.0 0.3581 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.1515 THSCPM1b IDM_mhc_720_mn1_0.00079432_dm_50_la2_0.01_laL_0.01_.slha.py 0.02803 0.0007943 720.0 7.861 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_420_mn1_0.19952_dm_50_la2_0.01_laL_0.01_.slha.py 3.151 0.1995 420.0 5838.075 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_980_mn1_0.15848_dm_50_la2_0.01_laL_0.01_.slha.py 0.03223 0.1584 980.0 843.277 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_840_mn1_0.015848_dm_50_la2_0.01_laL_0.01_.slha.py 0.1404 0.01584 840.0 114.724 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 18.218 THSCPM1b,THSCPM8 IDM_mhc_240_mn1_0.00025118_dm_50_la2_0.01_laL_0.01_.slha.py 9.536 0.0002511 240.0 23.025 1[N1,mu-]
