SModelS_status Analysis Disp MT_displaced_xsec THSCPM1b Tx Tx_weights file r_max m(N1) m(H+) ctau(H+) BR(H+)
Excluded ATLAS-SUSY-2016-32 0.0 0.1735 14.928310439857222 THSCPM1b "{'THSCPM1b': 14.928310439857222}" IDM_mhc_420_mn1_0.015848_dm_5_la2_0.01_laL_0.01_.slha.py 14.928 0.01584 420.0 464.298 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 38.848 99.298 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 38.84890585875803}" IDM_mhc_160_mn1_5.0118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 38.848 5.011e-06 160.0 1.066 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 6.813 0.7021 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 6.813835276739726}" IDM_mhc_540_mn1_1.9952e-06_dm_5_la2_0.01_laL_0.01_.slha.py 6.813 1.995e-06 540.0 0.03517 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 1.4778775445427527e-09 THSCPM1b,THSCPM2b "{'THSCPM1b': 1.4778775445427527e-09, 'THSCPM2b': 3.6351380643964924e-12}" IDM_mhc_1000_mn1_7.9432e-05_dm_5_la2_0.01_laL_0.01_.slha.py 1.481e-09 7.943e-05 1000.0 0.406 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.6081844167489064 THSCPM1b "{'THSCPM1b': 0.6081844167489064}" IDM_mhc_780_mn1_0.025118_dm_5_la2_0.01_laL_0.01_.slha.py 0.6081 0.02511 780.0 211.27 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 16.94 53.58253139492431 THSCPM1b "{'THSCPM1b': 53.58253139492431}" IDM_mhc_240_mn1_0.0003981_dm_5_la2_0.01_laL_0.01_.slha.py 53.582 0.0003981 240.0 36.474 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.0 0.015377388776066878 THSCPM1b "{'THSCPM1b': 0.015377388776066878}" IDM_mhc_1000_mn1_0.0063095_dm_5_la2_0.01_laL_0.01_.slha.py 0.01537 0.006309 1000.0 32.242 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 257.622 95.06179087912332 THSCPM1b,THSCPM2b "{'THSCPM1b': 95.06179087912332, 'THSCPM2b': 0.0019421006198170486}" IDM_mhc_100_mn1_0.0001_dm_5_la2_0.01_laL_0.01_.slha.py 95.063 0.0001 100.0 57.529 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 72.532 31.504 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 72.53219701259002}" IDM_mhc_220_mn1_3.1622e-06_dm_5_la2_0.01_laL_0.01_.slha.py 72.532 3.162e-06 220.0 0.3467 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 10.043 30.2016854496921 THSCPM1b "{'THSCPM1b': 30.2016854496921}" IDM_mhc_280_mn1_0.00050118_dm_5_la2_0.01_laL_0.01_.slha.py 30.201 0.0005011 280.0 33.445 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.4041 128.72919787314515 THSCPM1b "{'THSCPM1b': 128.72919787314515}" IDM_mhc_160_mn1_0.03981_dm_5_la2_0.01_laL_0.01_.slha.py 128.729 0.03981 160.0 8468.968 1[N1,mu-]
Excluded CMS-EXO-12-026 0.0 0.03791 116.88109776692771 THSCPM1b "{'THSCPM1b': 116.88109776692771}" IDM_mhc_100_mn1_0.79432_dm_5_la2_0.01_laL_0.01_.slha.py 116.881 0.7943 100.0 456775.378 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.5362 0.04551 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.536234744758865}" IDM_mhc_800_mn1_1e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.5362 1e-05 800.0 0.07988 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 67.967 43.76933023604933 THSCPM1b,THSCPM2b "{'THSCPM1b': 43.76933023604933, 'THSCPM2b': 0.000712472345391694}" IDM_mhc_140_mn1_0.00025118_dm_5_la2_0.01_laL_0.01_.slha.py 43.77 0.0002511 140.0 70.726 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.0 0.2378 0.05271084136228755 THSCPM1b,THSCPM2b "{'THSCPM1b': 0.05271084136228755, 'THSCPM2b': 1.0154325730875662e-05}" IDM_mhc_700_mn1_0.00050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.05272 0.0005011 700.0 5.234 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 1.7716963417931042 THSCPM1b "{'THSCPM1b': 1.7716963417931042}" IDM_mhc_680_mn1_1.0_dm_5_la2_0.01_laL_0.01_.slha.py 1.771 1.0 680.0 11085.784 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 7.057769508868854 THSCPM1b "{'THSCPM1b': 7.057769508868854}" IDM_mhc_500_mn1_0.19952_dm_5_la2_0.01_laL_0.01_.slha.py 7.057 0.1995 500.0 4102.431 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 7.11 3.991252701003154 THSCPM1b,THSCPM2b "{'THSCPM1b': 3.991252701003154, 'THSCPM2b': 0.0005505607754716589}" IDM_mhc_360_mn1_0.00019952_dm_5_la2_0.01_laL_0.01_.slha.py 3.991 0.0001995 360.0 7.988 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 3.434710517946255e-10 THSCPM1b,THSCPM2b "{'THSCPM1b': 3.434710517946255e-10, 'THSCPM2b': 2.9075063545780907e-11}" IDM_mhc_940_mn1_1.2589e-05_dm_5_la2_0.01_laL_0.01_.slha.py 3.725e-10 1.258e-05 940.0 0.07281 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 25.201 11.66119652754632 THSCPM1b "{'THSCPM1b': 11.66119652754632}" IDM_mhc_260_mn1_0.00012589_dm_5_la2_0.01_laL_0.01_.slha.py 11.661 0.0001258 260.0 9.768 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 514.68 81.04404345635886 THSCPM1b,THSCPM2b "{'THSCPM1b': 81.04404345635886, 'THSCPM2b': 0.003924884395416368}" IDM_mhc_100_mn1_3.981e-05_dm_5_la2_0.01_laL_0.01_.slha.py 81.047 3.981e-05 100.0 22.891 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 1.459 1.045 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 1.4594285149014135}" IDM_mhc_500_mn1_7.9432e-05_dm_5_la2_0.01_laL_0.01_.slha.py 1.459 7.943e-05 500.0 1.63 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 1.4897040922838558 THSCPM1b "{'THSCPM1b': 1.4897040922838558}" IDM_mhc_700_mn1_0.25118_dm_5_la2_0.01_laL_0.01_.slha.py 1.489 0.2511 700.0 2627.522 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.268 0.03036 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.26804645824228285}" IDM_mhc_860_mn1_5.0118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.268 5.011e-05 860.0 0.3467 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 53.56590547024518 THSCPM1b "{'THSCPM1b': 53.56590547024518}" IDM_mhc_280_mn1_0.63095_dm_5_la2_0.01_laL_0.01_.slha.py 53.565 0.6309 280.0 42163.881 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.4575 0.04551 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.45751926158054634}" IDM_mhc_800_mn1_2.5118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.4575 2.511e-05 800.0 0.2009 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.35767959675105415 THSCPM1b "{'THSCPM1b': 0.35767959675105415}" IDM_mhc_880_mn1_0.19952_dm_5_la2_0.01_laL_0.01_.slha.py 0.3576 0.1995 880.0 1315.513 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 9.3661894081566e-10 THSCPM1b,THSCPM2b "{'THSCPM1b': 9.3661894081566e-10, 'THSCPM2b': 3.804270573650479e-11}" IDM_mhc_980_mn1_7.9432e-06_dm_5_la2_0.01_laL_0.01_.slha.py 9.746e-10 7.943e-06 980.0 0.04225 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 4.47000680503082 THSCPM1b "{'THSCPM1b': 4.47000680503082}" IDM_mhc_580_mn1_0.1_dm_5_la2_0.01_laL_0.01_.slha.py 4.47 0.1 580.0 1529.666 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 10.58 1.296 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 10.580786698100905}" IDM_mhc_480_mn1_2.5118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 10.58 2.511e-06 480.0 0.05605 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.075818547613653 THSCPM1b "{'THSCPM1b': 0.075818547613653}" IDM_mhc_920_mn1_0.015848_dm_5_la2_0.01_laL_0.01_.slha.py 0.07581 0.01584 920.0 95.789 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 78.066 55.92239455992381 THSCPM1b "{'THSCPM1b': 55.92239455992381}" IDM_mhc_160_mn1_0.00015848_dm_5_la2_0.01_laL_0.01_.slha.py 55.922 0.0001584 160.0 33.731 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.0 1.298 0.46521831078571607 THSCPM1b,THSCPM2b "{'THSCPM1b': 0.46521831078571607, 'THSCPM2b': 7.856746468769481e-05}" IDM_mhc_520_mn1_0.00031622_dm_5_la2_0.01_laL_0.01_.slha.py 0.4652 0.0003162 520.0 6.016 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.0 0.06005 0.006017288520745103 THSCPM1b,THSCPM2b "{'THSCPM1b': 0.006017288520745103, 'THSCPM2b': 1.609219847769479e-06}" IDM_mhc_820_mn1_0.00050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.006018 0.0005011 820.0 3.816 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.2907 0.02657 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.29071798086824086}" IDM_mhc_880_mn1_3.1622e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.2907 3.162e-06 880.0 0.02088 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 54.068 276.375 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 54.068792906114844}" IDM_mhc_120_mn1_3.981e-06_dm_5_la2_0.01_laL_0.01_.slha.py 54.068 3.981e-06 120.0 1.553 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 1.706 0.2179 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 1.7067523547668002}" IDM_mhc_660_mn1_1.2589e-05_dm_5_la2_0.01_laL_0.01_.slha.py 1.706 1.258e-05 660.0 0.1483 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.3498 33.322822137091265 THSCPM1b "{'THSCPM1b': 33.322822137091265}" IDM_mhc_340_mn1_0.012589_dm_5_la2_0.01_laL_0.01_.slha.py 33.322 0.01258 340.0 565.406 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 6.297 2.93 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 6.297849796934907}" IDM_mhc_400_mn1_3.1622e-05_dm_5_la2_0.01_laL_0.01_.slha.py 6.297 3.162e-05 400.0 1.022 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.02324 90.71420186690418 THSCPM1b "{'THSCPM1b': 90.71420186690418}" IDM_mhc_240_mn1_0.31622_dm_5_la2_0.01_laL_0.01_.slha.py 90.714 0.3162 240.0 28976.059 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 0.7518 73.68253046272471 THSCPM1b,THSCPM2b "{'THSCPM1b': 73.68253046272471, 'THSCPM2b': 7.145520046948779e-06}" IDM_mhc_120_mn1_0.031622_dm_5_la2_0.01_laL_0.01_.slha.py 73.682 0.03162 120.0 12332.935 1[N1,mu-]
Excluded CMS-EXO-12-026 0.0 0.6007 116.82788003190151 THSCPM1b "{'THSCPM1b': 116.82788003190151}" IDM_mhc_100_mn1_0.050118_dm_5_la2_0.01_laL_0.01_.slha.py 116.827 0.05011 100.0 28806.855 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 27.16 166.367 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 27.16033667451048}" IDM_mhc_140_mn1_6.3095e-06_dm_5_la2_0.01_laL_0.01_.slha.py 27.16 6.309e-06 140.0 1.777 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.1853 1.3353757788406606 THSCPM1b "{'THSCPM1b': 1.3353757788406606}" IDM_mhc_640_mn1_0.0031622_dm_5_la2_0.01_laL_0.01_.slha.py 1.335 0.003162 640.0 39.544 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.32363669382302 THSCPM1b "{'THSCPM1b': 0.32363669382302}" IDM_mhc_900_mn1_0.3981_dm_5_la2_0.01_laL_0.01_.slha.py 0.3236 0.3981 900.0 2513.719 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 3.397 0.5823 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 3.3972809484338473}" IDM_mhc_560_mn1_1.5848e-05_dm_5_la2_0.01_laL_0.01_.slha.py 3.397 1.584e-05 560.0 0.2596 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 1.015 53.069081551587274 THSCPM1b "{'THSCPM1b': 53.069081551587274}" IDM_mhc_280_mn1_0.0063095_dm_5_la2_0.01_laL_0.01_.slha.py 53.069 0.006309 280.0 421.638 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.05547 0.5233142392444254 THSCPM1b "{'THSCPM1b': 0.5233142392444254}" IDM_mhc_760_mn1_0.0050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.5233 0.005011 760.0 44.443 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 10.869 4.615 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 10.869625762054257}" IDM_mhc_360_mn1_1.9952e-05_dm_5_la2_0.01_laL_0.01_.slha.py 10.869 1.995e-05 360.0 0.7988 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.9313 0.1312 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.9313108725279906}" IDM_mhc_720_mn1_2.5118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.9313 2.511e-05 720.0 0.2482 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.6168 0.1035 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.6168183166159703}" IDM_mhc_740_mn1_5.0118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.6168 5.011e-05 740.0 0.4687 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.9664 2.810634301480775 THSCPM1b "{'THSCPM1b': 2.810634301480775}" IDM_mhc_500_mn1_0.0012589_dm_5_la2_0.01_laL_0.01_.slha.py 2.81 0.001258 500.0 25.895 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 3.554 1.296 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 3.554043542055423}" IDM_mhc_480_mn1_3.981e-05_dm_5_la2_0.01_laL_0.01_.slha.py 3.554 3.981e-05 480.0 0.8888 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 34.869 4.615 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 34.8695228169509}" IDM_mhc_360_mn1_1e-06_dm_5_la2_0.01_laL_0.01_.slha.py 34.869 1e-06 360.0 0.04002 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 25.212 7.494 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 25.21239547188631}" IDM_mhc_320_mn1_7.9432e-06_dm_5_la2_0.01_laL_0.01_.slha.py 25.212 7.943e-06 320.0 0.4035 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.0 0.004112971407333629 THSCPM1b "{'THSCPM1b': 0.004112971407333629}" IDM_mhc_960_mn1_0.0012589_dm_5_la2_0.01_laL_0.01_.slha.py 0.004112 0.001258 960.0 6.972 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 2.495 24.81959320875061 THSCPM1b "{'THSCPM1b': 24.81959320875061}" IDM_mhc_340_mn1_0.0015848_dm_5_la2_0.01_laL_0.01_.slha.py 24.819 0.001584 340.0 71.237 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.01054 10.347718717461245 THSCPM1b "{'THSCPM1b': 10.347718717461245}" IDM_mhc_460_mn1_0.12589_dm_5_la2_0.01_laL_0.01_.slha.py 10.347 0.1258 460.0 3064.083 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.2677 0.03469 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.2677705349252734}" IDM_mhc_840_mn1_6.3095e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.2677 6.309e-05 840.0 0.4578 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.02438 34.6501811159937 THSCPM1b "{'THSCPM1b': 34.6501811159937}" IDM_mhc_340_mn1_0.15848_dm_5_la2_0.01_laL_0.01_.slha.py 34.65 0.1584 340.0 7123.717 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 1.237 120.10599754453727 THSCPM1b "{'THSCPM1b': 120.10599754453727}" IDM_mhc_220_mn1_0.0079432_dm_5_la2_0.01_laL_0.01_.slha.py 120.106 0.007943 220.0 869.281 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.5513490208153454 THSCPM1b "{'THSCPM1b': 0.5513490208153454}" IDM_mhc_820_mn1_0.25118_dm_5_la2_0.01_laL_0.01_.slha.py 0.5513 0.2511 820.0 1915.795 1[N1,mu-]
Excluded CMS-EXO-12-026 0.0 7.619 52.160603950375936 THSCPM1b "{'THSCPM1b': 52.160603950375936}" IDM_mhc_140_mn1_0.0025118_dm_5_la2_0.01_laL_0.01_.slha.py 52.16 0.002511 140.0 707.265 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 98.036 11.21661927582028 THSCPM1b,THSCPM2b "{'THSCPM1b': 11.21661927582028, 'THSCPM2b': 0.0022350370647751874}" IDM_mhc_180_mn1_3.1622e-05_dm_5_la2_0.01_laL_0.01_.slha.py 11.218 3.162e-05 180.0 5.262 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 11.684 66.93757961465748 THSCPM1b "{'THSCPM1b': 66.93757961465748}" IDM_mhc_240_mn1_0.00063095_dm_5_la2_0.01_laL_0.01_.slha.py 66.937 0.0006309 240.0 57.867 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.36094342993722023 THSCPM1b "{'THSCPM1b': 0.36094342993722023}" IDM_mhc_880_mn1_0.3981_dm_5_la2_0.01_laL_0.01_.slha.py 0.3609 0.3981 880.0 2631.026 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.2145 2.5117709232402876 THSCPM1b "{'THSCPM1b': 2.5117709232402876}" IDM_mhc_600_mn1_0.003981_dm_5_la2_0.01_laL_0.01_.slha.py 2.511 0.003981 600.0 56.703 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.4119 0.1034 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.4119688579163964}" IDM_mhc_740_mn1_0.0001_dm_5_la2_0.01_laL_0.01_.slha.py 0.4119 0.0001 740.0 0.9351 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 55.08 12.683 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 55.08015030739621}" IDM_mhc_280_mn1_2.5118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 55.08 2.511e-06 280.0 0.1672 1[N1,mu-]
Excluded CMS-EXO-12-026 0.0 0.307 53.160428712929956 THSCPM1b "{'THSCPM1b': 53.160428712929956}" IDM_mhc_140_mn1_0.063095_dm_5_la2_0.01_laL_0.01_.slha.py 53.16 0.06309 140.0 17777.203 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 12.691891152724358 THSCPM1b "{'THSCPM1b': 12.691891152724358}" IDM_mhc_440_mn1_0.63095_dm_5_la2_0.01_laL_0.01_.slha.py 12.691 0.6309 440.0 16865.552 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.5539095800517555 THSCPM1b "{'THSCPM1b': 0.5539095800517555}" IDM_mhc_820_mn1_0.3981_dm_5_la2_0.01_laL_0.01_.slha.py 0.5539 0.3981 820.0 3031.136 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.3769 0.03035 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.3769158735056235}" IDM_mhc_860_mn1_6.3095e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.3769 6.309e-06 860.0 0.04365 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 9.379 10.825312639632832 THSCPM1b "{'THSCPM1b': 10.825312639632832}" IDM_mhc_320_mn1_0.00031622_dm_5_la2_0.01_laL_0.01_.slha.py 10.825 0.0003162 320.0 16.042 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.2314 0.07963 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.23141733718629004}" IDM_mhc_760_mn1_0.00015848_dm_5_la2_0.01_laL_0.01_.slha.py 0.2314 0.0001584 760.0 1.409 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.03125 0.6851739863782556 THSCPM1b "{'THSCPM1b': 0.6851739863782556}" IDM_mhc_760_mn1_0.01_dm_5_la2_0.01_laL_0.01_.slha.py 0.6851 0.01 760.0 88.487 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.4689 68.5638809323135 THSCPM1b "{'THSCPM1b': 68.5638809323135}" IDM_mhc_260_mn1_0.015848_dm_5_la2_0.01_laL_0.01_.slha.py 68.563 0.01584 260.0 1233.293 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.02919 2.6748227593302136 THSCPM1b "{'THSCPM1b': 2.6748227593302136}" IDM_mhc_620_mn1_0.025118_dm_5_la2_0.01_laL_0.01_.slha.py 2.674 0.02511 620.0 335.02 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 1.89 0.187 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 1.890676722623382}" IDM_mhc_680_mn1_3.981e-06_dm_5_la2_0.01_laL_0.01_.slha.py 1.89 3.981e-06 680.0 0.04414 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 14.075 1.5544392498830526 THSCPM1b,THSCPM2b "{'THSCPM1b': 1.5544392498830526, 'THSCPM2b': 0.0003521931275536012}" IDM_mhc_300_mn1_7.9432e-05_dm_5_la2_0.01_laL_0.01_.slha.py 1.554 7.943e-05 300.0 4.61 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.06842 4.111847409456406 THSCPM1b "{'THSCPM1b': 4.111847409456406}" IDM_mhc_580_mn1_0.015848_dm_5_la2_0.01_laL_0.01_.slha.py 4.111 0.01584 580.0 241.822 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 1.3755365799292745 THSCPM1b "{'THSCPM1b': 1.3755365799292745}" IDM_mhc_720_mn1_0.15848_dm_5_la2_0.01_laL_0.01_.slha.py 1.375 0.1584 720.0 1566.087 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.04613 0.0405982095365627 THSCPM1b "{'THSCPM1b': 0.0405982095365627}" IDM_mhc_880_mn1_0.0015848_dm_5_la2_0.01_laL_0.01_.slha.py 0.04059 0.001584 880.0 10.496 1[N1,mu-]
Excluded CMS-EXO-12-026 0.0 58.234 111.3401036372605 THSCPM1b "{'THSCPM1b': 111.3401036372605}" IDM_mhc_100_mn1_0.00050118_dm_5_la2_0.01_laL_0.01_.slha.py 111.34 0.0005011 100.0 288.068 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.04961 3.523967363677241 THSCPM1b "{'THSCPM1b': 3.523967363677241}" IDM_mhc_600_mn1_0.019952_dm_5_la2_0.01_laL_0.01_.slha.py 3.523 0.01995 600.0 284.332 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.2246 5.020579033177411 THSCPM1b "{'THSCPM1b': 5.020579033177411}" IDM_mhc_520_mn1_0.0063095_dm_5_la2_0.01_laL_0.01_.slha.py 5.02 0.006309 520.0 119.592 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.0 1.977 0.25075073647820756 THSCPM1b,THSCPM2b "{'THSCPM1b': 0.25075073647820756, 'THSCPM2b': 8.353353551995924e-05}" IDM_mhc_460_mn1_0.00012589_dm_5_la2_0.01_laL_0.01_.slha.py 0.2508 0.0001258 460.0 3.064 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.0 0.7564 0.09887125457170445 THSCPM1b,THSCPM2b "{'THSCPM1b': 0.09887125457170445, 'THSCPM2b': 3.07518152208585e-05}" IDM_mhc_560_mn1_0.00019952_dm_5_la2_0.01_laL_0.01_.slha.py 0.0989 0.0001995 560.0 3.267 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 2.3109380399295472e-10 THSCPM1b,THSCPM2b "{'THSCPM1b': 2.3109380399295472e-10, 'THSCPM2b': 2.9722701865552253e-10}" IDM_mhc_960_mn1_1e-06_dm_5_la2_0.01_laL_0.01_.slha.py 5.283e-10 1e-06 960.0 0.005542 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.1103 0.119 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.11034201913400553}" IDM_mhc_740_mn1_0.00025118_dm_5_la2_0.01_laL_0.01_.slha.py 0.1103 0.0002511 740.0 2.349 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 2.3902735869800233 THSCPM1b "{'THSCPM1b': 2.3902735869800233}" IDM_mhc_640_mn1_0.079432_dm_5_la2_0.01_laL_0.01_.slha.py 2.39 0.07943 640.0 996.6 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.0 0.02364119591613753 THSCPM1b "{'THSCPM1b': 0.02364119591613753}" IDM_mhc_940_mn1_0.0063095_dm_5_la2_0.01_laL_0.01_.slha.py 0.02364 0.006309 940.0 36.542 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.4573 0.359321685572827 THSCPM1b "{'THSCPM1b': 0.359321685572827}" IDM_mhc_620_mn1_0.00079432_dm_5_la2_0.01_laL_0.01_.slha.py 0.3593 0.0007943 620.0 10.608 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.5741 0.2168 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.5741993382941303}" IDM_mhc_660_mn1_0.0001_dm_5_la2_0.01_laL_0.01_.slha.py 0.5741 0.0001 660.0 1.174 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.0 0.0015347482138667891 THSCPM1b "{'THSCPM1b': 0.0015347482138667891}" IDM_mhc_1000_mn1_0.001_dm_5_la2_0.01_laL_0.01_.slha.py 0.001534 0.001 1000.0 5.112 1[N1,mu-]
Excluded CMS-PAS-EXO-16-036 0.0 1.876 1.4275624272532492 THSCPM1b "{'THSCPM1b': 1.4275624272532492}" IDM_mhc_480_mn1_0.00050118_dm_5_la2_0.01_laL_0.01_.slha.py 1.427 0.0005011 480.0 11.211 1[N1,mu-]
