SModelS_status Analysis Disp MT_displaced_xsec THSCPM1b Tx Tx_weights file r_max m(N1) m(H+) ctau(H+) BR(H+)
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.09062450259393248 THSCPM1b "{'THSCPM1b': 0.09062450259393248}" IDM_mhc_920_mn1_0.1_dm_5_la2_0.01_laL_0.01_.slha.py 0.09062 0.1 920.0 603.446 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 15.72 2.381 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 15.72009246854639}" IDM_mhc_420_mn1_3.1622e-06_dm_5_la2_0.01_laL_0.01_.slha.py 15.72 3.162e-06 420.0 0.09264 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.28962518455422875 THSCPM1b "{'THSCPM1b': 0.28962518455422875}" IDM_mhc_880_mn1_0.015848_dm_5_la2_0.01_laL_0.01_.slha.py 0.2896 0.01584 880.0 104.961 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 3.8278484343742494 THSCPM1b "{'THSCPM1b': 3.8278484343742494}" IDM_mhc_600_mn1_1.0_dm_5_la2_0.01_laL_0.01_.slha.py 3.827 1.0 600.0 14299.055 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 5.595 8.156 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 5.59564479374004}" IDM_mhc_320_mn1_3.981e-05_dm_5_la2_0.01_laL_0.01_.slha.py 5.595 3.981e-05 320.0 2.023 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 2.039 0.254 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 2.0398749810546954}" IDM_mhc_640_mn1_1.2589e-06_dm_5_la2_0.01_laL_0.01_.slha.py 2.039 1.258e-06 640.0 0.01578 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 236.553 499.156 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 236.55346633517593}" IDM_mhc_100_mn1_1e-06_dm_5_la2_0.01_laL_0.01_.slha.py 236.553 1e-06 100.0 0.5752 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 6.831 0.7019 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 6.831641953945062}" IDM_mhc_540_mn1_1.5848e-06_dm_5_la2_0.01_laL_0.01_.slha.py 6.831 1.584e-06 540.0 0.02791 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 2.8571008514276457 THSCPM1b "{'THSCPM1b': 2.8571008514276457}" IDM_mhc_620_mn1_0.31622_dm_5_la2_0.01_laL_0.01_.slha.py 2.857 0.3162 620.0 4216.388 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 15.69543345101207 THSCPM1b "{'THSCPM1b': 15.69543345101207}" IDM_mhc_420_mn1_0.50118_dm_5_la2_0.01_laL_0.01_.slha.py 15.695 0.5011 420.0 14616.812 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 35.561 5.832 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 35.5619229493437}" IDM_mhc_340_mn1_1.9952e-06_dm_5_la2_0.01_laL_0.01_.slha.py 35.561 1.995e-06 340.0 0.08969 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 1.585 0.1521 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 1.585544785607883}" IDM_mhc_700_mn1_2.5118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 1.585 2.511e-06 700.0 0.02627 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.8964 0.08071 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.8964062057109365}" IDM_mhc_760_mn1_5.0118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.8964 5.011e-06 760.0 0.04444 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.6546 0.1869 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.6546929973292728}" IDM_mhc_680_mn1_7.9432e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.6546 7.943e-05 680.0 0.8809 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.01024 7.016823721539782 THSCPM1b "{'THSCPM1b': 7.016823721539782}" IDM_mhc_500_mn1_0.1_dm_5_la2_0.01_laL_0.01_.slha.py 7.016 0.1 500.0 2057.632 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 134.474 50.42906133426889 THSCPM1b "{'THSCPM1b': 50.42906133426889}" IDM_mhc_160_mn1_6.3095e-05_dm_5_la2_0.01_laL_0.01_.slha.py 50.429 6.309e-05 160.0 13.423 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.1307 3.7251066173592315 THSCPM1b "{'THSCPM1b': 3.7251066173592315}" IDM_mhc_580_mn1_0.0079432_dm_5_la2_0.01_laL_0.01_.slha.py 3.725 0.007943 580.0 121.059 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.03755 6.894161677529069 THSCPM1b "{'THSCPM1b': 6.894161677529069}" IDM_mhc_500_mn1_0.03981_dm_5_la2_0.01_laL_0.01_.slha.py 6.894 0.03981 500.0 818.784 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 5.121218663754097 THSCPM1b "{'THSCPM1b': 5.121218663754097}" IDM_mhc_560_mn1_0.79432_dm_5_la2_0.01_laL_0.01_.slha.py 5.121 0.7943 560.0 12982.037 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 2.346 3.21886144095131 THSCPM1b "{'THSCPM1b': 3.21886144095131}" IDM_mhc_440_mn1_0.00063095_dm_5_la2_0.01_laL_0.01_.slha.py 3.218 0.0006309 440.0 16.865 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.4871 0.05225 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.487114697404308}" IDM_mhc_780_mn1_3.1622e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.4871 3.162e-05 780.0 0.2659 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.1889 0.20958952362891234 THSCPM1b "{'THSCPM1b': 0.20958952362891234}" IDM_mhc_720_mn1_0.0012589_dm_5_la2_0.01_laL_0.01_.slha.py 0.2095 0.001258 720.0 12.41 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 4.496029056985858 THSCPM1b "{'THSCPM1b': 4.496029056985858}" IDM_mhc_580_mn1_0.15848_dm_5_la2_0.01_laL_0.01_.slha.py 4.496 0.1584 580.0 2418.222 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 2.400414566655057e-10 THSCPM1b,THSCPM2b "{'THSCPM1b': 2.400414566655057e-10, 'THSCPM2b': 2.4158637305256085e-10}" IDM_mhc_960_mn1_1.2589e-06_dm_5_la2_0.01_laL_0.01_.slha.py 4.816e-10 1.258e-06 960.0 0.006972 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.2477 4.125587977794437 THSCPM1b "{'THSCPM1b': 4.125587977794437}" IDM_mhc_540_mn1_0.0050118_dm_5_la2_0.01_laL_0.01_.slha.py 4.125 0.005011 540.0 88.487 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.03923 0.00832757931406046 THSCPM1b "{'THSCPM1b': 0.00832757931406046}" IDM_mhc_900_mn1_0.00079432_dm_5_la2_0.01_laL_0.01_.slha.py 0.008327 0.0007943 900.0 5.021 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.08072 128.78372643067675 THSCPM1b "{'THSCPM1b': 128.78372643067675}" IDM_mhc_160_mn1_0.19952_dm_5_la2_0.01_laL_0.01_.slha.py 128.783 0.1995 160.0 42435.906 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.6247 7.63600299445633 THSCPM1b "{'THSCPM1b': 7.63600299445633}" IDM_mhc_460_mn1_0.0031622_dm_5_la2_0.01_laL_0.01_.slha.py 7.636 0.003162 460.0 77.08 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.1306 6.470923950471529 THSCPM1b "{'THSCPM1b': 6.470923950471529}" IDM_mhc_500_mn1_0.012589_dm_5_la2_0.01_laL_0.01_.slha.py 6.47 0.01258 500.0 258.959 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 1.0611155012824882 THSCPM1b "{'THSCPM1b': 1.0611155012824882}" IDM_mhc_740_mn1_0.050118_dm_5_la2_0.01_laL_0.01_.slha.py 1.061 0.05011 740.0 468.71 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.8245355300705765 THSCPM1b "{'THSCPM1b': 0.8245355300705765}" IDM_mhc_760_mn1_0.031622_dm_5_la2_0.01_laL_0.01_.slha.py 0.8245 0.03162 760.0 280.293 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.332479409084446 THSCPM1b "{'THSCPM1b': 0.332479409084446}" IDM_mhc_880_mn1_0.03981_dm_5_la2_0.01_laL_0.01_.slha.py 0.3324 0.03981 880.0 263.102 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.3709 0.38033286605400274 THSCPM1b "{'THSCPM1b': 0.38033286605400274}" IDM_mhc_640_mn1_0.001_dm_5_la2_0.01_laL_0.01_.slha.py 0.3803 0.001 640.0 12.489 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 27.91255398812434 THSCPM1b "{'THSCPM1b': 27.91255398812434}" IDM_mhc_360_mn1_0.25118_dm_5_la2_0.01_laL_0.01_.slha.py 27.912 0.2511 360.0 10067.702 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.6098798681178376 THSCPM1b "{'THSCPM1b': 0.6098798681178376}" IDM_mhc_800_mn1_0.15848_dm_5_la2_0.01_laL_0.01_.slha.py 0.6098 0.1584 800.0 1264.916 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 40.596 9.68 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 40.59651159518978}" IDM_mhc_300_mn1_3.981e-06_dm_5_la2_0.01_laL_0.01_.slha.py 40.596 3.981e-06 300.0 0.2307 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.1628 6.317525969139057 THSCPM1b "{'THSCPM1b': 6.317525969139057}" IDM_mhc_500_mn1_0.01_dm_5_la2_0.01_laL_0.01_.slha.py 6.317 0.01 500.0 205.763 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 3.363441085580985e-05 THSCPM1b,THSCPM2b "{'THSCPM1b': 3.363441085580985e-05, 'THSCPM2b': 2.0901388230708052e-08}" IDM_mhc_980_mn1_0.00031622_dm_5_la2_0.01_laL_0.01_.slha.py 3.365e-05 0.0003162 980.0 1.686 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 34.174 45.308 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 34.174466587837465}" IDM_mhc_200_mn1_1e-05_dm_5_la2_0.01_laL_0.01_.slha.py 34.174 1e-05 200.0 1.333 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 5.598 0.8381 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 5.598746314455063}" IDM_mhc_520_mn1_7.9432e-06_dm_5_la2_0.01_laL_0.01_.slha.py 5.598 7.943e-06 520.0 0.1506 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 1.355 3.0558331099432263 THSCPM1b "{'THSCPM1b': 3.0558331099432263}" IDM_mhc_480_mn1_0.001_dm_5_la2_0.01_laL_0.01_.slha.py 3.055 0.001 480.0 22.347 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.4483 0.03468 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.44833597679240883}" IDM_mhc_840_mn1_5.0118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.4483 5.011e-06 840.0 0.03634 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.4334 0.03964 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.43346382254078825}" IDM_mhc_820_mn1_2.5118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.4334 2.511e-06 820.0 0.01915 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 1.767881659920396 THSCPM1b "{'THSCPM1b': 1.767881659920396}" IDM_mhc_680_mn1_0.50118_dm_5_la2_0.01_laL_0.01_.slha.py 1.767 0.5011 680.0 5558.506 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 8.68546160272152 THSCPM1b "{'THSCPM1b': 8.68546160272152}" IDM_mhc_480_mn1_0.31622_dm_5_la2_0.01_laL_0.01_.slha.py 8.685 0.3162 480.0 7072.651 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 12.82 4.617 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 12.82042842489386}" IDM_mhc_360_mn1_1.5848e-05_dm_5_la2_0.01_laL_0.01_.slha.py 12.82 1.584e-05 360.0 0.6344 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 401.339 32.88415032663203 THSCPM1b,THSCPM2b "{'THSCPM1b': 32.88415032663203, 'THSCPM2b': 0.003946556056279216}" IDM_mhc_120_mn1_2.5118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 32.888 2.511e-05 120.0 9.817 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 209.89 27.74762545417971 THSCPM1b,THSCPM2b "{'THSCPM1b': 27.74762545417971, 'THSCPM2b': 0.002143202411980739}" IDM_mhc_140_mn1_5.0118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 27.749 5.011e-05 140.0 14.094 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.3992391172263668 THSCPM1b "{'THSCPM1b': 0.3992391172263668}" IDM_mhc_860_mn1_0.1_dm_5_la2_0.01_laL_0.01_.slha.py 0.3992 0.1 860.0 692.375 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 3.116 0.5823 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 3.11645905496154}" IDM_mhc_560_mn1_1.9952e-05_dm_5_la2_0.01_laL_0.01_.slha.py 3.116 1.995e-05 560.0 0.3267 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 1.1140081816535934 THSCPM1b "{'THSCPM1b': 1.1140081816535934}" IDM_mhc_740_mn1_1.0_dm_5_la2_0.01_laL_0.01_.slha.py 1.114 1.0 740.0 9351.988 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.1436 0.03454 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.14363005399331286}" IDM_mhc_840_mn1_0.00015848_dm_5_la2_0.01_laL_0.01_.slha.py 0.1436 0.0001584 840.0 1.147 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 1.043 0.1035 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 1.043157829709781}" IDM_mhc_740_mn1_6.3095e-06_dm_5_la2_0.01_laL_0.01_.slha.py 1.043 6.309e-06 740.0 0.05907 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 9.740128878838975e-05 THSCPM1b,THSCPM2b "{'THSCPM1b': 9.740128878838975e-05, 'THSCPM2b': 4.4712274881766266e-08}" IDM_mhc_980_mn1_0.0003981_dm_5_la2_0.01_laL_0.01_.slha.py 9.744e-05 0.0003981 980.0 2.119 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 1.451 22.034119671821596 THSCPM1b "{'THSCPM1b': 22.034119671821596}" IDM_mhc_360_mn1_0.0025118_dm_5_la2_0.01_laL_0.01_.slha.py 22.034 0.002511 360.0 100.677 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.0101 0.05080398964306636 THSCPM1b "{'THSCPM1b': 0.05080398964306636}" IDM_mhc_920_mn1_0.0050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.0508 0.005011 920.0 30.264 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.32283768026592136 THSCPM1b "{'THSCPM1b': 0.32283768026592136}" IDM_mhc_900_mn1_0.31622_dm_5_la2_0.01_laL_0.01_.slha.py 0.3228 0.3162 900.0 1997.236 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 63.303 5.51735657006468 THSCPM1b,THSCPM2b "{'THSCPM1b': 5.51735657006468, 'THSCPM2b': 0.0013289613980342837}" IDM_mhc_200_mn1_3.1622e-05_dm_5_la2_0.01_laL_0.01_.slha.py 5.518 3.162e-05 200.0 4.225 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.02929 0.00022892384519359457 THSCPM1b,THSCPM2b "{'THSCPM1b': 0.00022892384519359457, 'THSCPM2b': 1.316570413993129e-07}" IDM_mhc_860_mn1_0.00025118_dm_5_la2_0.01_laL_0.01_.slha.py 0.000229 0.0002511 860.0 1.73 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 9.895 122.89634352122779 THSCPM1b "{'THSCPM1b': 122.89634352122779}" IDM_mhc_160_mn1_0.0015848_dm_5_la2_0.01_laL_0.01_.slha.py 122.896 0.001584 160.0 337.311 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.02161 12.596016577386619 THSCPM1b "{'THSCPM1b': 12.596016577386619}" IDM_mhc_440_mn1_0.1_dm_5_la2_0.01_laL_0.01_.slha.py 12.596 0.1 440.0 2662.981 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.01716 0.48970080929676524 THSCPM1b "{'THSCPM1b': 0.48970080929676524}" IDM_mhc_800_mn1_0.012589_dm_5_la2_0.01_laL_0.01_.slha.py 0.4897 0.01258 800.0 100.677 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.05023 0.2405899675183739 THSCPM1b "{'THSCPM1b': 0.2405899675183739}" IDM_mhc_800_mn1_0.0031622_dm_5_la2_0.01_laL_0.01_.slha.py 0.2405 0.003162 800.0 25.298 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 4.107 81.3825385718564 THSCPM1b "{'THSCPM1b': 81.3825385718564}" IDM_mhc_240_mn1_0.0019952_dm_5_la2_0.01_laL_0.01_.slha.py 81.382 0.001995 240.0 182.71 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.01718 18.739970095113577 THSCPM1b "{'THSCPM1b': 18.739970095113577}" IDM_mhc_400_mn1_0.15848_dm_5_la2_0.01_laL_0.01_.slha.py 18.739 0.1584 400.0 5125.375 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 11.473 1.569 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 11.473206364809414}" IDM_mhc_460_mn1_3.1622e-06_dm_5_la2_0.01_laL_0.01_.slha.py 11.473 3.162e-06 460.0 0.07708 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 41.726 5.831 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 41.72610006295202}" IDM_mhc_340_mn1_1e-06_dm_5_la2_0.01_laL_0.01_.slha.py 41.726 1e-06 340.0 0.04494 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.7841 120.20518030024043 THSCPM1b "{'THSCPM1b': 120.20518030024043}" IDM_mhc_220_mn1_0.012589_dm_5_la2_0.01_laL_0.01_.slha.py 120.205 0.01258 220.0 1379.908 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.04991 8.483005099066693 THSCPM1b "{'THSCPM1b': 8.483005099066693}" IDM_mhc_480_mn1_0.03981_dm_5_la2_0.01_laL_0.01_.slha.py 8.483 0.03981 480.0 888.86 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.643631852351305 THSCPM1b "{'THSCPM1b': 0.643631852351305}" IDM_mhc_780_mn1_0.050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.6436 0.05011 780.0 421.638 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.3429 0.22581621749293893 THSCPM1b "{'THSCPM1b': 0.22581621749293893}" IDM_mhc_660_mn1_0.00079432_dm_5_la2_0.01_laL_0.01_.slha.py 0.2258 0.0007943 660.0 9.351 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 3.39 0.4161 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 3.3901779004760515}" IDM_mhc_600_mn1_1.2589e-06_dm_5_la2_0.01_laL_0.01_.slha.py 3.39 1.258e-06 600.0 0.01793 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.795 0.1312 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.795038163543957}" IDM_mhc_720_mn1_3.981e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.795 3.981e-05 720.0 0.393 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.0 0.011710890481849196 THSCPM1b "{'THSCPM1b': 0.011710890481849196}" IDM_mhc_980_mn1_0.0031622_dm_5_la2_0.01_laL_0.01_.slha.py 0.01171 0.003162 980.0 16.865 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 165.23 65.176 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 165.2300649966166}" IDM_mhc_180_mn1_1e-06_dm_5_la2_0.01_laL_0.01_.slha.py 165.23 1e-06 180.0 0.1658 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 15.557 18.256148053610172 THSCPM1b "{'THSCPM1b': 18.256148053610172}" IDM_mhc_280_mn1_0.00025118_dm_5_la2_0.01_laL_0.01_.slha.py 18.256 0.0002511 280.0 16.722 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 27.937171842355237 THSCPM1b "{'THSCPM1b': 27.937171842355237}" IDM_mhc_360_mn1_0.3981_dm_5_la2_0.01_laL_0.01_.slha.py 27.937 0.3981 360.0 15913.464 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.03065 22.363942118142848 THSCPM1b "{'THSCPM1b': 22.363942118142848}" IDM_mhc_380_mn1_0.1_dm_5_la2_0.01_laL_0.01_.slha.py 22.363 0.1 380.0 3581.251 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 1.061 0.1034 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 1.0616677981640443}" IDM_mhc_740_mn1_2.5118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 1.061 2.511e-06 740.0 0.02349 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 1.32 0.1312 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 1.3202041859819444}" IDM_mhc_720_mn1_5.0118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 1.32 5.011e-06 720.0 0.04945 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.8944015120976926 THSCPM1b "{'THSCPM1b': 0.8944015120976926}" IDM_mhc_760_mn1_0.63095_dm_5_la2_0.01_laL_0.01_.slha.py 0.8944 0.6309 760.0 5589.998 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 50.823 9.68 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 50.8238341820618}" IDM_mhc_300_mn1_1.9952e-06_dm_5_la2_0.01_laL_0.01_.slha.py 50.823 1.995e-06 300.0 0.1153 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.029375513603834332 THSCPM1b "{'THSCPM1b': 0.029375513603834332}" IDM_mhc_980_mn1_0.15848_dm_5_la2_0.01_laL_0.01_.slha.py 0.02937 0.1584 980.0 843.277 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 9.714 1.003 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 9.714365534893599}" IDM_mhc_500_mn1_1.5848e-06_dm_5_la2_0.01_laL_0.01_.slha.py 9.714 1.584e-06 500.0 0.03261 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.03517067265629415 THSCPM1b "{'THSCPM1b': 0.03517067265629415}" IDM_mhc_960_mn1_0.79432_dm_5_la2_0.01_laL_0.01_.slha.py 0.03517 0.7943 960.0 4404.619 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 0.296988327338331 THSCPM1b "{'THSCPM1b': 0.296988327338331}" IDM_mhc_900_mn1_0.03981_dm_5_la2_0.01_laL_0.01_.slha.py 0.2969 0.03981 900.0 251.371 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 1.695 202.11000849211007 THSCPM1b "{'THSCPM1b': 202.11000849211007}" IDM_mhc_180_mn1_0.0079432_dm_5_la2_0.01_laL_0.01_.slha.py 202.11 0.007943 180.0 1324.342 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 263.462 54.79699743309894 THSCPM1b,THSCPM2b "{'THSCPM1b': 54.79699743309894, 'THSCPM2b': 0.002448740110531242}" IDM_mhc_120_mn1_6.3095e-05_dm_5_la2_0.01_laL_0.01_.slha.py 54.799 6.309e-05 120.0 24.635 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 9.602353642234417e-10 THSCPM1b,THSCPM2b "{'THSCPM1b': 9.602353642234417e-10, 'THSCPM2b': 1.9457249272862956e-11}" IDM_mhc_980_mn1_1.5848e-05_dm_5_la2_0.01_laL_0.01_.slha.py 9.796e-10 1.584e-05 980.0 0.08432 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.0 0.06299 0.004646686720231809 THSCPM1b,THSCPM2b "{'THSCPM1b': 0.004646686720231809, 'THSCPM2b': 1.480403444544028e-06}" IDM_mhc_800_mn1_0.0003981_dm_5_la2_0.01_laL_0.01_.slha.py 0.004648 0.0003981 800.0 3.182 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.04038 43.258936522420036 THSCPM1b "{'THSCPM1b': 43.258936522420036}" IDM_mhc_320_mn1_0.12589_dm_5_la2_0.01_laL_0.01_.slha.py 43.258 0.1258 320.0 6406.719 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.499 0.03969 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.499085909626943}" IDM_mhc_820_mn1_6.3095e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.499 6.309e-06 820.0 0.04801 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.2935 0.1282 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 0.2935084204804684}" IDM_mhc_720_mn1_0.00015848_dm_5_la2_0.01_laL_0.01_.slha.py 0.2935 0.0001584 720.0 1.566 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 6.402 5.746199030313141 THSCPM1b,THSCPM2b "{'THSCPM1b': 5.746199030313141, 'THSCPM2b': 0.0005054336604098907}" IDM_mhc_360_mn1_0.00031622_dm_5_la2_0.01_laL_0.01_.slha.py 5.746 0.0003162 360.0 12.649 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 7.07301420616106 THSCPM1b "{'THSCPM1b': 7.07301420616106}" IDM_mhc_500_mn1_0.31622_dm_5_la2_0.01_laL_0.01_.slha.py 7.073 0.3162 500.0 6512.441 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 1.4965110072637546 THSCPM1b "{'THSCPM1b': 1.4965110072637546}" IDM_mhc_700_mn1_0.50118_dm_5_la2_0.01_laL_0.01_.slha.py 1.496 0.5011 700.0 5234.136 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 1.77 0.1868 0.0 TSmuSmuDisp "{'TSmuSmuDisp': 1.770096555553932}" IDM_mhc_680_mn1_1.9952e-06_dm_5_la2_0.01_laL_0.01_.slha.py 1.77 1.995e-06 680.0 0.02212 1[N1,mu-]
