mHch[GeV],mN1[GeV],y_relic,GammaHch_relic[GeV]
320,0.000025118864315095822,4.927050043695085e-9,1.545446836039438e-16
320,0.000031622776601683795,4.391237973675174e-9,1.227592057131434e-16
320,0.000039810717055349695,3.91369496360655e-9,9.75111031702762e-17
320,0.00005011872336272725,3.4880843078836818e-9,7.745582244726266e-17
320,0.00006309573444801929,3.1087584116909736e-9,6.152534671365157e-17
320,0.00007943282347242822,2.7706838508508133e-9,4.8871320045854126e-17
320,0.0001,2.4693745813428953e-9,3.88198693806687e-17
320,0.00012589254117941674,2.2008324122256046e-9,3.083571831737372e-17
320,0.00015848931924611142,1.9614939520713997e-9,2.4493681697494606e-17
320,0.0001995262314968881,1.7481833249275513e-9,1.945602294466927e-17
320,0.0002511886431509582,1.5580700283718012e-9,1.5454468360394187e-17
320,0.00031622776601683794,1.3886313744649353e-9,1.22759205713141e-17
320,0.00039810717055349735,1.237619015214526e-9,9.751110317027308e-18
320,0.0005011872336272725,1.1030291083630969e-9,7.745582244725888e-18
320,0.0006309573444801936,9.83075727618835e-10,6.1525346713646715e-18
320,0.0007943282347242822,8.761671644987734e-10,4.887132004584813e-18
320,0.001,7.808848073243018e-10,3.881986938066116e-18
320,0.0012589254117941675,6.959643171061083e-10,3.0835718317364205e-18
320,0.001584893192461114,6.202788505339892e-10,2.449368169748264e-18
320,0.0019952623149688807,5.528241074507909e-10,1.9456022944654202e-18
320,0.002511886431509582,4.927050043995588e-10,1.545446836037521e-18
320,0.0031622776601683794,4.391237974099646e-10,1.2275920571290203e-18
320,0.003981071705534973,3.9136949642061305e-10,9.75111031699722e-19
320,0.005011872336272725,3.4880843087306147e-10,7.745582244688011e-19
320,0.006309573444801936,3.108758412887296e-10,6.15253467131699e-19
320,0.00794328234724282,2.770683852540666e-10,4.887132004524783e-19
320,0.01,2.469374583729875e-10,3.88198693799054e-19
320,0.012589254117941687,2.2008324155973028e-10,3.083571831641274e-19
320,0.01584893192461114,1.9614939568340518e-10,2.4493681696284863e-19
320,0.01995262314968879,1.7481833316549765e-10,1.945602294314631e-19
320,0.025118864315095822,1.5580700378745409e-10,1.5454468358476866e-19
320,0.03162277660168379,1.3886313878879117e-10,1.2275920568900326e-19
320,0.039810717055349776,1.2376190341749833e-10,9.751110313988536e-20
320,0.05011872336272725,1.103029135145456e-10,7.745582240900314e-20
320,0.06309573444801943,9.830757654499227e-11,6.152534666548552e-20
320,0.07943282347242822,8.76167217936607e-11,4.887131998521683e-20
320,0.1,7.808848828072507e-11,3.881986930433087e-20
320,0.12589254117941687,6.959644237286133e-11,3.083571822127004e-20
320,0.15848931924611143,6.202790011422945e-11,2.4493681576507266e-20
320,0.19952623149688828,5.528243201907068e-11,1.9456022792355196e-20
320,0.25118864315095824,4.927053049027453e-11,1.5454468168642105e-20
320,0.31622776601683794,4.391242218821492e-11,1.2275920329912442e-20
320,0.39810717055349776,3.913700960038494e-11,9.751110013120445e-21
320,0.5011872336272725,3.4880927780765316e-11,7.745581862129479e-21
320,0.6309573444801942,3.1087703761733725e-11,6.152534189703639e-21
320,0.7943282347242822,2.7707007511694474e-11,4.887131398208133e-21
320,1.,2.4693984537626417e-11,3.881986174680366e-21
340,1.e-6,2.5481435419994886e-8,4.391944463051389e-15
340,1.2589254117941661e-6,2.2710353223064902e-8,3.488645492342695e-15
340,1.584893192461114e-6,2.0240623615405314e-8,2.771129615511391e-15
340,1.9952623149688787e-6,1.8039474785642037e-8,2.201186495681342e-15
340,2.5118864315095823e-6,1.6077698826143503e-8,1.7484645834134857e-15
340,3.162277660168379e-6,1.4329264161832224e-8,1.3888547860207612e-15
340,3.981071705534969e-6,1.2770970126999234e-8,1.103206570468242e-15
340,5.011872336272725e-6,1.1382139106566102e-8,8.763081276562664e-16
340,6.30957344480193e-6,1.0144342156695834e-8,6.960762881157427e-16
340,7.943282347242822e-6,9.041154463904863e-9,5.529130491724078e-16
340,0.00001,8.057937397767315e-9,4.3919444630513875e-16
340,0.000012589254117941661,7.1816442651831195e-9,3.488645492342695e-16
340,0.00001584893192461114,6.400647188687291e-9,2.771129615511392e-16
340,0.000019952623149688786,5.704582811580677e-9,2.201186495681342e-16
340,0.000025118864315095822,5.084214782482925e-9,1.7484645834134855e-16
340,0.000031622776601683795,4.53131119456138e-9,1.388854786020761e-16
340,0.000039810717055349695,4.038535353128795e-9,1.1032065704682416e-16
340,0.00005011872336272725,3.599348422162362e-9,8.763081276562658e-17
340,0.00006309573444801929,3.207922657922464e-9,6.960762881157425e-17
340,0.00007943282347242822,2.8590640783339497e-9,5.5291304917240713e-17
340,0.0001,2.548143541999707e-9,4.391944463051382e-17
340,0.00012589254117941674,2.2710353223067973e-9,3.4886454923426815e-17
340,0.00015848931924611142,2.0240623615409667e-9,2.7711296155113788e-17
340,0.0001995262314968881,1.8039474785648184e-9,2.201186495681326e-17
340,0.0002511886431509582,1.6077698826152194e-9,1.7484645834134672e-17
340,0.00031622776601683794,1.4329264161844502e-9,1.388854786020739e-17
340,0.00039810717055349735,1.2770970127016569e-9,1.1032065704682119e-17
340,0.0005011872336272725,1.1382139106590597e-9,8.763081276562302e-18
340,0.0006309573444801936,1.014434215673043e-9,6.960762881156966e-18
340,0.0007943282347242822,9.041154463953736e-10,5.529130491723503e-18
340,0.001,8.057937397836353e-10,4.3919444630506684e-18
340,0.0012589254117941675,7.181644265280633e-10,3.488645492341783e-18
340,0.001584893192461114,6.400647188825036e-10,2.7711296155102477e-18
340,0.0019952623149688807,5.704582811775247e-10,2.201186495679901e-18
340,0.002511886431509582,5.084214782757765e-10,1.7484645834116734e-18
340,0.0031622776601683794,4.531311194949601e-10,1.3888547860184798e-18
340,0.003981071705534973,4.0385353536771703e-10,1.1032065704653687e-18
340,0.005011872336272725,3.599348422936966e-10,8.763081276526505e-19
340,0.006309573444801936,3.2079226590166186e-10,6.960762881111899e-19
340,0.00794328234724282,2.859064079879487e-10,5.529130491666771e-19
340,0.01,2.5481435441828356e-10,4.391944462979242e-19
340,0.012589254117941687,2.2710353253905475e-10,3.4886454922518595e-19
340,0.01584893192461114,2.0240623658968814e-10,2.771129615397045e-19
340,0.01995262314968879,1.8039474847177118e-10,2.201186495537389e-19
340,0.025118864315095822,1.6077698913064118e-10,1.7484645832322607e-19
340,0.03162277660168379,1.432926428461085e-10,1.388854785792612e-19
340,0.039810717055349776,1.277097030042864e-10,1.1032065701810167e-19
340,0.05011872336272725,1.1382139351541674e-10,8.763081272946744e-20
340,0.06309573444801943,1.0144342502733024e-10,6.960762876605244e-20
340,0.07943282347242822,9.041154952695405e-11,5.529130485993227e-20
340,0.1,8.057938088202332e-11,4.3919444558366777e-20
340,0.12589254117941687,7.181645240448544e-11,3.488645483259905e-20
340,0.15848931924611143,6.400648566286436e-11,2.7711296040768443e-20
340,0.19952623149688828,5.7045847574914326e-11,2.201186481286094e-20
340,0.25118864315095824,5.0842175311554835e-11,1.7484645652909445e-20
340,0.31622776601683794,4.5313150771657935e-11,1.3888547632058266e-20
340,0.39810717055349776,4.038540837456044e-11,1.1032065417459242e-20
340,0.5011872336272725,3.5993561689866677e-11,8.763080914969848e-21
340,0.6309573444801942,3.2079336006164174e-11,6.960762425938454e-21
340,0.7943282347242822,2.859079535330839e-11,5.529129918636211e-21
340,1.,2.5481653756571742e-11,4.391943741574219e-21
360,1.e-6,2.6245501719610067e-8,4.9333554093515305e-15
360,1.2589254117941661e-6,2.3391328029393313e-8,3.91870349357769e-15
360,1.584893192461114e-6,2.084754305039096e-8,3.1127368284614388e-15
360,1.9952623149688787e-6,1.8580392301444594e-8,2.4725347501130346e-15
360,2.5118864315095823e-6,1.6559792069555507e-8,1.9640041633517272e-15
360,3.162277660168379e-6,1.4758930217291111e-8,1.5600639600663176e-15
360,3.981071705534969e-6,1.3153910402011193e-8,1.239202851456451e-15
360,5.011872336272725e-6,1.1723434985919705e-8,9.843338134626977e-16
360,6.30957344480193e-6,1.0448522429350916e-8,7.818841404272454e-16
360,7.943282347242822e-6,9.312255417270482e-9,6.210726490244855e-16
360,0.00001,8.299556376783377e-9,4.933355409351531e-16
360,0.000012589254117941661,7.3969874069021e-9,3.9187034935776904e-16
360,0.00001584893192461114,6.5925719657649995e-9,3.112736828461438e-16
360,0.000019952623149688786,5.875635949202296e-9,2.4725347501130343e-16
360,0.000025118864315095822,5.236666051858913e-9,1.9640041633517272e-16
360,0.000031622776601683795,4.667183531412407e-9,1.5600639600663175e-16
360,0.000039810717055349695,4.1596317008136965e-9,1.239202851456451e-16
360,0.00005011872336272725,3.7072756556410983e-9,9.843338134626972e-17
360,0.00006309573444801929,3.304112906010564e-9,7.818841404272451e-17
360,0.00007943282347242822,2.944793727181782e-9,6.210726490244849e-17
360,0.0001,2.6245501719612073e-9,4.933355409351525e-17
360,0.00012589254117941674,2.339132802939614e-9,3.9187034935776775e-17
360,0.00015848931924611142,2.0847543050394957e-9,3.112736828461426e-17
360,0.0001995262314968881,1.8580392301450242e-9,2.4725347501130188e-17
360,0.0002511886431509582,1.6559792069563497e-9,1.96400416335171e-17
360,0.00031622776601683794,1.4758930217302395e-9,1.5600639600662958e-17
360,0.00039810717055349735,1.3153910402027126e-9,1.2392028514564227e-17
360,0.0005011872336272725,1.172343498594222e-9,9.843338134626634e-18
360,0.0006309573444801936,1.0448522429382713e-9,7.818841404272012e-18
360,0.0007943282347242822,9.312255417315407e-10,6.210726490244311e-18
360,0.001,8.299556376846834e-10,4.933355409350847e-18
360,0.0012589254117941675,7.396987406991734e-10,3.918703493576826e-18
360,0.001584893192461114,6.592571965891616e-10,3.1127368284603546e-18
360,0.0019952623149688807,5.875635949381141e-10,2.472534750111667e-18
360,0.002511886431509582,5.236666052111544e-10,1.964004163350009e-18
360,0.0031622776601683794,4.667183531769259e-10,1.5600639600641545e-18
360,0.003981071705534973,4.15963170131776e-10,1.239202851453727e-18
360,0.005011872336272725,3.70727565635311e-10,9.843338134592695e-19
360,0.006309573444801936,3.304112907016306e-10,7.818841404229291e-19
360,0.00794328234724282,2.9447937286024325e-10,6.210726490190527e-19
360,0.01,2.624550173967929e-10,4.933355409283136e-19
360,0.012589254117941687,2.3391328057741824e-10,3.9187034934915766e-19
360,0.01584893192461114,2.0847543090434325e-10,3.1127368283530376e-19
360,0.01995262314968879,1.8580392358007355e-10,2.4725347499765667e-19
360,0.025118864315095822,1.6559792149452534e-10,1.964004163179924e-19
360,0.03162277660168379,1.475893033014866e-10,1.560063959850031e-19
360,0.039810717055349776,1.3153910561426705e-10,1.2392028511841597e-19
360,0.05011872336272725,1.172343521110012e-10,9.843338131199064e-20
360,0.06309573444801943,1.0448522747426697e-10,7.818841399956948e-20
360,0.07943282347242822,9.312255866564488e-11,6.210726484811975e-20
360,0.1,8.299557011428047e-11,4.9333554025119423e-20
360,0.12589254117941687,7.39698830336156e-11,3.91870348496715e-20
360,0.15848931924611143,6.59257323204774e-11,3.112736817621417e-20
360,0.19952623149688828,5.875637737874405e-11,2.4725347364662516e-20
360,0.25118864315095824,5.236668578425881e-11,1.9640041461714483e-20
360,0.31622776601683794,4.667187100284117e-11,1.5600639384376224e-20
360,0.39810717055349776,4.159636741981229e-11,1.2392028242275227e-20
360,0.5011872336272725,3.707282776484559e-11,9.84333779183486e-21
360,0.6309573444801942,3.304122964480598e-11,7.818840972722248e-21
360,0.7943282347242822,2.944807935173646e-11,6.2107259469543775e-21
360,1.,2.6245702413397803e-11,4.933354725387405e-21
380,1.e-6,2.698603200340724e-8,5.505437077702759e-15
380,1.2589254117941661e-6,2.4051326339543992e-8,4.373124115317242e-15
380,1.584893192461114e-6,2.1435767163479436e-8,3.4736959587501276e-15
380,1.9952623149688787e-6,1.910464759406759e-8,2.759254778882861e-15
380,2.5118864315095823e-6,1.7027035090927335e-8,2.191753977664558e-15
380,3.162277660168379e-6,1.5175360998425198e-8,1.7409720680282114e-15
380,3.981071705534969e-6,1.3525054726364716e-8,1.3829032695011317e-15
380,5.011872336272725e-6,1.2054217713182797e-8,1.0984791128572704e-15
380,6.30957344480193e-6,1.0743332845342584e-8,8.72552974597411e-16
380,7.943282347242822e-6,9.575005477094657e-9,6.930934640153815e-16
380,0.00001,8.53373261409637e-9,5.505437077702759e-16
380,0.000012589254117941661,7.605697198095938e-9,4.3731241153172433e-16
380,0.00001584893192461114,6.778584762964204e-9,3.473695958750126e-16
380,0.000019952623149688786,6.041420029210968e-9,2.7592547788828597e-16
380,0.000025118864315095822,5.384421268694281e-9,2.1917539776645578e-16
380,0.000031622776601683795,4.7988705070310846e-9,1.7409720680282122e-16
380,0.000039810717055349695,4.276997841373836e-9,1.3829032695011318e-16
380,0.00005011872336272725,3.8118783385204575e-9,1.0984791128572697e-16
380,0.00006309573444801929,3.3973401452580968e-9,8.725529745974106e-17
380,0.00007943282347242822,3.02788259162076e-9,6.930934640153807e-17
380,0.0001,2.6986032003409092e-9,5.505437077702751e-17
380,0.00012589254117941674,2.40513263395466e-9,4.37312411531723e-17
380,0.00015848931924611142,2.1435767163483128e-9,3.4736959587501154e-17
380,0.0001995262314968881,1.91046475940728e-9,2.7592547788828447e-17
380,0.0002511886431509582,1.7027035090934709e-9,2.1917539776645408e-17
380,0.00031622776601683794,1.5175360998435616e-9,1.7409720680281905e-17
380,0.00039810717055349735,1.3525054726379427e-9,1.3829032695011047e-17
380,0.0005011872336272725,1.2054217713203583e-9,1.0984791128572376e-17
380,0.0006309573444801936,1.0743332845371943e-9,8.725529745973689e-18
380,0.0007943282347242822,9.575005477136133e-10,6.930934640153296e-18
380,0.001,8.533732614154958e-10,5.505437077702108e-18
380,0.0012589254117941675,7.60569719817869e-10,4.373124115316418e-18
380,0.001584893192461114,6.778584763081102e-10,3.4736959587490965e-18
380,0.0019952623149688807,6.04142002937609e-10,2.7592547788815615e-18
380,0.002511886431509582,5.384421268927525e-10,2.191753977662925e-18
380,0.0031622776601683794,4.79887050736055e-10,1.7409720680261556e-18
380,0.003981071705534973,4.276997841839216e-10,1.382903269498543e-18
380,0.005011872336272725,3.811878339177829e-10,1.0984791128540126e-18
380,0.006309573444801936,3.397340146186656e-10,8.725529745933089e-19
380,0.00794328234724282,3.027882592932388e-10,6.930934640102184e-19
380,0.01,2.698603202193632e-10,5.505437077637757e-19
380,0.012589254117941687,2.405132636571699e-10,4.373124115235402e-19
380,0.01584893192461114,2.1435767200449808e-10,3.4736959586471065e-19
380,0.01995262314968879,1.910464764628963e-10,2.759254778753166e-19
380,0.025118864315095822,1.7027035164692927e-10,2.1917539775012816e-19
380,0.03162277660168379,1.517536110262187e-10,1.74097206782266e-19
380,0.039810717055349776,1.3525054873546412e-10,1.3829032692423547e-19
380,0.05011872336272725,1.2054217921082487e-10,1.0984791125314922e-19
380,0.06309573444801943,1.0743333139008697e-10,8.72552974187279e-20
380,0.07943282347242822,9.575005891909085e-11,6.93093463499058e-20
380,0.1,8.53373320003734e-11,5.505437071202633e-20
380,0.12589254117941687,7.60569802575958e-11,4.3731241071340577e-20
380,0.15848931924611143,6.77858593207026e-11,3.4736959484481186e-20
380,0.19952623149688828,6.041421680617327e-11,2.759254765913395e-20
380,0.25118864315095824,5.384423601368146e-11,2.1917539613369725e-20
380,0.31622776601683794,4.798873802021333e-11,1.7409720474729946e-20
380,0.39810717055349776,4.2770024956731364e-11,1.382903243623634e-20
380,0.5011872336272725,3.811884912897154e-11,1.0984790802794127e-20
380,0.6309573444801942,3.3973494318213765e-11,8.72552933584275e-21
380,0.7943282347242822,3.0278957092610285e-11,6.930934123828209e-21
380,1.,2.6986217295472326e-11,5.50543642768568e-21
400,1.e-6,2.7707284389663722e-8,6.109111626649664e-15
400,1.2589254117941661e-6,2.4694143205426284e-8,4.8526398541302145e-15
400,1.584893192461114e-6,2.2008678298245223e-8,3.854588849083944e-15
400,1.9952623149688787e-6,1.961525518039487e-8,3.0618087560807526e-15
400,2.5118864315095823e-6,1.7482114581259724e-8,2.432081144280968e-15
400,3.162277660168379e-6,1.558095102110937e-8,1.931870722042914e-15
400,3.981071705534969e-6,1.3886537214579674e-8,1.5345394603558723e-15
400,5.011872336272725e-6,1.2376389319923298e-8,1.2189280206592308e-15
400,6.30957344480193e-6,1.1030468592090113e-8,9.682289429062099e-16
400,7.943282347242822e-6,9.830915480755124e-9,7.690915870276455e-16
400,0.00001,8.761812644936571e-9,6.109111626649664e-16
400,0.000012589254117941661,7.80897373955184e-9,4.852639854130215e-16
400,0.00001584893192461114,6.959755171237361e-9,3.8545888490839457e-16
400,0.000019952623149688786,6.202888325546492e-9,3.061808756080753e-16
400,0.000025118864315095822,5.528330039282174e-9,2.432081144280969e-16
400,0.000031622776601683795,4.927129333823217e-9,1.9318707220429142e-16
400,0.000039810717055349695,4.391308641076256e-9,1.534539460355872e-16
400,0.00005011872336272725,3.913757945994056e-9,1.2189280206592298e-16
400,0.00006309573444801929,3.4881404409956374e-9,9.682289429062093e-17
400,0.00007943282347242822,3.1088084403796612e-9,7.69091587027645e-17
400,0.0001,2.7707284389665438e-9,6.109111626649655e-17
400,0.00012589254117941674,2.46941432054287e-9,4.8526398541302026e-17
400,0.00015848931924611142,2.200867829824865e-9,3.854588849083935e-17
400,0.0001995262314968881,1.96152551803997e-9,3.0618087560807375e-17
400,0.0002511886431509582,1.7482114581266566e-9,2.4320811442809532e-17
400,0.00031622776601683794,1.5580951021119029e-9,1.9318707220428944e-17
400,0.00039810717055349735,1.3886537214593308e-9,1.5345394603558457e-17
400,0.0005011872336272725,1.2376389319942566e-9,1.2189280206591988e-17
400,0.0006309573444801936,1.1030468592117328e-9,9.682289429061695e-18
400,0.0007943282347242822,9.830915480793574e-10,7.690915870275964e-18
400,0.001,8.761812644990884e-10,6.109111626649046e-18
400,0.0012589254117941675,7.808973739628553e-10,4.85263985412943e-18
400,0.001584893192461114,6.959755171345726e-10,3.854588849082963e-18
400,0.0019952623149688807,6.20288832569956e-10,3.061808756079513e-18
400,0.002511886431509582,5.528330039498393e-10,2.432081144279414e-18
400,0.0031622776601683794,4.927129334128634e-10,1.9318707220409558e-18
400,0.003981071705534973,4.3913086415076674e-10,1.534539460353405e-18
400,0.005011872336272725,3.913757946603445e-10,1.2189280206561267e-18
400,0.006309573444801936,3.4881404418564186e-10,9.68228942902301e-19
400,0.00794328234724282,3.1088084415955504e-10,7.690915870227261e-19
400,0.01,2.7707284406840336e-10,6.109111626587733e-19
400,0.012589254117941687,2.4694143229688864e-10,4.852639854052238e-19
400,0.01584893192461114,2.2008678332517064e-10,3.8545888489857896e-19
400,0.01995262314968879,1.961525522880513e-10,3.061808755957181e-19
400,0.025118864315095822,1.748211464964104e-10,2.4320811441254017e-19
400,0.03162277660168379,1.558095111770054e-10,1.9318707218470669e-19
400,0.039810717055349776,1.388653735101831e-10,1.5345394601093118e-19
400,0.05011872336272725,1.2376389512648013e-10,1.2189280203488324e-19
400,0.06309573444801943,1.1030468864321001e-10,9.6822894251544e-20
400,0.07943282347242822,9.830915865291497e-11,7.690915865356985e-20
400,0.1,8.761813188108648e-11,6.109111620456414e-20
400,0.12589254117941687,7.808974506802812e-11,4.852639846333368e-20
400,0.15848931924611143,6.959756255008234e-11,3.8545888392683027e-20
400,0.19952623149688828,6.202889856413678e-11,3.0618087437235874e-20
400,0.25118864315095824,5.52833220168987e-11,2.4320811287242244e-20
400,0.31622776601683794,4.9271323883059735e-11,1.931870702458129e-20
400,0.39810717055349776,4.3913129556493897e-11,1.5345394357000767e-20
400,0.5011872336272725,3.9137640404941055e-11,1.2189279896194087e-20
400,0.6309573444801942,3.488149049713608e-11,9.682289038293514e-21
400,0.7943282347242822,3.108820600534563e-11,7.69091537832727e-21
400,1.,2.7707456156811865e-11,6.109111007320911e-21
420,1.e-6,2.840786198145651e-8,6.743052385444608e-15
420,1.2589254117941661e-6,2.5318533641347086e-8,5.356196897983574e-15
420,1.584893192461114e-6,2.2565166860021374e-8,4.2545784268109605e-15
420,1.9952623149688787e-6,2.011122613313856e-8,3.3795317712647625e-15
420,2.5118864315095823e-6,1.792414915817963e-8,2.68445750606336e-15
420,3.162277660168379e-6,1.597491475247679e-8,2.1323403919836584e-15
420,3.981071705534969e-6,1.4237657759751559e-8,1.693778179395663e-15
420,5.011872336272725e-6,1.2689325835205768e-8,1.3454158312538623e-15
420,6.30957344480193e-6,1.130937355491192e-8,1.0687017822099832e-15
420,7.943282347242822e-6,1.0079489790520217e-8,8.489000001095485e-16
420,0.00001,8.98335473171066e-9,6.743052385444605e-16
420,0.000012589254117941661,8.006423332225354e-9,5.356196897983574e-16
420,0.00001584893192461114,7.135732305941754e-9,4.254578426810959e-16
420,0.000019952623149688786,6.359728111941872e-9,3.3795317712647635e-16
420,0.000025118864315095822,5.668113646043751e-9,2.6844575060633597e-16
420,0.000031622776601683795,5.051711604485191e-9,2.132340391983658e-16
420,0.000039810717055349695,4.5023427066785715e-9,1.6937781793956622e-16
420,0.00005011872336272725,4.012717161126923e-9,1.3454158312538625e-16
420,0.00006309573444801929,3.5763379343197813e-9,1.0687017822099834e-16
420,0.00007943282347242822,3.187414539045846e-9,8.489000001095482e-17
420,0.0001,2.8407861981458107e-9,6.743052385444601e-17
420,0.00012589254117941674,2.531853364134933e-9,5.356196897983561e-17
420,0.00015848931924611142,2.2565166860024565e-9,4.254578426810951e-17
420,0.0001995262314968881,2.0111226133143053e-9,3.3795317712647466e-17
420,0.0002511886431509582,1.7924149158185993e-9,2.6844575060633453e-17
420,0.00031622776601683794,1.5974914752485774e-9,2.1323403919836392e-17
420,0.00039810717055349735,1.423765775976424e-9,1.6937781793956374e-17
420,0.0005011872336272725,1.2689325835223696e-9,1.3454158312538327e-17
420,0.0006309573444801936,1.1309373554937238e-9,1.0687017822099447e-17
420,0.0007943282347242822,1.0079489790555988e-9,8.489000001095018e-18
420,0.001,8.983354731761187e-10,6.743052385444015e-18
420,0.0012589254117941675,8.00642333229672e-10,5.356196897982822e-18
420,0.001584893192461114,7.13573230604257e-10,4.254578426810022e-18
420,0.0019952623149688807,6.359728112084273e-10,3.3795317712635792e-18
420,0.002511886431509582,5.668113646244903e-10,2.684457506061874e-18
420,0.0031622776601683794,5.051711604769325e-10,2.1323403919817875e-18
420,0.003981071705534973,4.502342707079921e-10,1.6937781793933073e-18
420,0.005011872336272725,4.0127171616938465e-10,1.3454158312508993e-18
420,0.006309573444801936,3.57633793512058e-10,1.068701782206251e-18
420,0.00794328234724282,3.187414540177008e-10,8.489000001048519e-19
420,0.01,2.8407861997436187e-10,6.743052385385477e-19
420,0.012589254117941687,2.5318533663918963e-10,5.356196897909127e-19
420,0.01584893192461114,2.2565166891905031e-10,4.2545784267172497e-19
420,0.01995262314968879,2.0111226178175423e-10,3.3795317711467886e-19
420,0.025118864315095822,1.7924149221795891e-10,2.68445750591484e-19
420,0.03162277660168379,1.5974914842337142e-10,2.1323403917966817e-19
420,0.039810717055349776,1.423765788668266e-10,1.6937781791602694e-19
420,0.05011872336272725,1.2689326014500746e-10,1.345415830957525e-19
420,0.06309573444801943,1.1309373808172796e-10,1.0687017818369139e-19
420,0.07943282347242822,1.0079490148260731e-10,8.488999996398844e-20
420,0.1,8.983355237032581e-11,6.743052379531888e-20
420,0.12589254117941687,8.006424046011553e-11,5.356196890539892e-20
420,0.15848931924611143,7.135733314191625e-11,4.2545784174399326e-20
420,0.19952623149688828,6.35972953613278e-11,3.3795317594673313e-20
420,0.25118864315095824,5.6681156577671514e-11,2.6844574912112795e-20
420,0.31622776601683794,5.051714446120613e-11,2.1323403732859925e-20
420,0.39810717055349776,4.50234672059661e-11,1.693778155856686e-20
420,0.5011872336272725,4.012722830939815e-11,1.3454158016200351e-20
420,0.6309573444801942,3.5763459431499776e-11,1.068701744903172e-20
420,0.7943282347242822,3.187425851834009e-11,8.488999531429966e-21
420,1.,2.840802177916995e-11,6.743051794169516e-21
440,1.e-6,2.9092459494125432e-8,7.408728804283632e-15
440,1.2589254117941661e-6,2.5928681816757294e-8,5.8849624726575584e-15
440,1.584893192461114e-6,2.3108961993756315e-8,4.674591852324716e-15
440,1.9952623149688787e-6,2.0595884056232394e-8,3.713160294113604e-15
440,2.5118864315095823e-6,1.835610098681096e-8,2.949468061671549e-15
440,3.162277660168379e-6,1.635989222497305e-8,2.342845758803212e-15
440,3.981071705534969e-6,1.4580769293274205e-8,1.860988535821426e-15
440,5.011872336272725e-6,1.2995124311342338e-8,1.478235738501157e-15
440,6.30957344480193e-6,1.1581916733648507e-8,1.1742043846699694e-15
440,7.943282347242822e-6,1.0322394154251155e-8,9.327036960804072e-16
440,0.00001,9.199843473762638e-9,7.408728804283632e-16
440,0.000012589254117941661,8.199369126674573e-9,5.88496247265756e-16
440,0.00001584893192461114,7.3076954262535816e-9,4.674591852324714e-16
440,0.000019952623149688786,6.512990404244193e-9,3.7131602941136024e-16
440,0.000025118864315095822,5.804708807838723e-9,2.9494680616715484e-16
440,0.000031622776601683795,5.17345217057949e-9,2.342845758803211e-16
440,0.000039810717055349695,4.610844100419047e-9,1.8609885358214252e-16
440,0.00005011872336272725,4.10941913008694e-9,1.4782357385011567e-16
440,0.00006309573444801929,3.6625236548747745e-9,1.1742043846699695e-16
440,0.00007943282347242822,3.264227643344214e-9,9.327036960804066e-17
440,0.0001,2.9092459494126923e-9,7.408728804283625e-17
440,0.00012589254117941674,2.5928681816759384e-9,5.884962472657544e-17
440,0.00015848931924611142,2.310896199375929e-9,4.6745918523247063e-17
440,0.0001995262314968881,2.0595884056236588e-9,3.713160294113589e-17
440,0.0002511886431509582,1.83561009868169e-9,2.9494680616715347e-17
440,0.00031622776601683794,1.6359892224981437e-9,2.342845758803194e-17
440,0.00039810717055349735,1.4580769293286046e-9,1.8609885358214016e-17
440,0.0005011872336272725,1.299512431135907e-9,1.478235738501128e-17
440,0.0006309573444801936,1.1581916733672142e-9,1.174204384669933e-17
440,0.0007943282347242822,1.0322394154284542e-9,9.32703696080362e-18
440,0.001,9.1998434738098e-10,7.408728804283065e-18
440,0.0012589254117941675,8.199369126741188e-10,5.884962472656839e-18
440,0.001584893192461114,7.307695426347685e-10,4.6745918523238186e-18
440,0.0019952623149688807,6.512990404377117e-10,3.713160294112471e-18
440,0.002511886431509582,5.804708808026487e-10,2.9494680616701282e-18
440,0.0031622776601683794,5.173452170844712e-10,2.3428457588014228e-18
440,0.003981071705534973,4.610844100793681e-10,1.8609885358191717e-18
440,0.005011872336272725,4.1094191306161275e-10,1.478235738498322e-18
440,0.006309573444801936,3.6625236556222705e-10,1.1742043846663996e-18
440,0.00794328234724282,3.2642276444000825e-10,9.327036960759134e-19
440,0.01,2.9092459509041463e-10,7.408728804227062e-19
440,0.012589254117941687,2.592868183782672e-10,5.884962472586331e-19
440,0.01584893192461114,2.310896202351771e-10,4.674591852235061e-19
440,0.01995262314968879,2.0595884098271482e-10,3.7131602940007353e-19
440,0.025118864315095822,1.8356101046192752e-10,2.9494680615294556e-19
440,0.03162277660168379,1.6359892308852057e-10,2.342845758624327e-19
440,0.039810717055349776,1.458076941175644e-10,1.860988535596221e-19
440,0.05011872336272725,1.2995124478702967e-10,1.4782357382176455e-19
440,0.06309573444801943,1.1581916970051667e-10,1.1742043843130467e-19
440,0.07943282347242822,1.0322394488179512e-10,9.327036956310704e-20
440,0.1,9.199843945448989e-11,7.40872879862682e-20
440,0.12589254117941687,8.199369792949266e-11,5.884962465536042e-20
440,0.15848931924611143,7.307696367391657e-11,4.674591843359271e-20
440,0.19952623149688828,6.512991733637154e-11,3.71316028282677e-20
440,0.25118864315095824,5.804710685656425e-11,2.9494680474622755e-20
440,0.31622776601683794,5.173454823067998e-11,2.3428457409147935e-20
440,0.39810717055349776,4.6108478471597713e-11,1.8609885133012313e-20
440,0.5011872336272725,4.1094244225014037e-11,1.4782357101499035e-20
