SModelS_status Analysis Disp MT_displaced_xsec Tx file r_max m(N1) m(H+) ctau(H+) BR(H+)
Non-excluded CMS-EXO-13-006 0.3704 0.08067 THSCPM1b,THSCPM2b IDM_mhc_760_mn1_0.0001_dm_5_la2_0.01_laL_0.01_.slha.py 1.61e-05 0.0001 760.0 0.8848 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_560_mn1_0.50118_dm_5_la2_0.01_laL_0.01_.slha.py 5.115 0.5011 560.0 8221.956 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_760_mn1_0.31622_dm_5_la2_0.01_laL_0.01_.slha.py 0.8905 0.3162 760.0 2802.939 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.2461 THSCPM1b IDM_mhc_620_mn1_0.0025118_dm_5_la2_0.01_laL_0.01_.slha.py 1.404 0.002511 620.0 33.502 1[N1,e-]
Non-excluded CMS-EXO-13-006 3.573 0.8381 THSCPM1b,THSCPM2b IDM_mhc_520_mn1_3.1622e-05_dm_5_la2_0.01_laL_0.01_.slha.py 1.446e-05 3.162e-05 520.0 0.6016 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.2474 THSCPM1b IDM_mhc_360_mn1_0.015848_dm_5_la2_0.01_laL_0.01_.slha.py 26.939 0.01584 360.0 634.491 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.1632 THSCPM1b IDM_mhc_540_mn1_0.0079432_dm_5_la2_0.01_laL_0.01_.slha.py 4.56 0.007943 540.0 139.948 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.01735 THSCPM1b IDM_mhc_720_mn1_0.025118_dm_5_la2_0.01_laL_0.01_.slha.py 1.268 0.02511 720.0 248.21 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.01851 THSCPM1b,THSCPM2b IDM_mhc_900_mn1_0.00050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.001914 0.0005011 900.0 3.162 1[N1,e-]
Non-excluded CMS-SUS-17-009 0.1528 0.02304 TSelSel IDM_mhc_900_mn1_1e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.0003695 1e-06 900.0 0.006304 1[N1,e-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.0 THSCPM1b IDM_mhc_1000_mn1_0.0019952_dm_5_la2_0.01_laL_0.01_.slha.py 0.006015 0.001995 1000.0 10.224 1[N1,e-]
Non-excluded CMS-SUS-17-009 1.104 0.1035 TSelSel IDM_mhc_740_mn1_1.2589e-05_dm_5_la2_0.01_laL_0.01_.slha.py 4.01e-06 1.258e-05 740.0 0.1174 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_740_mn1_0.079432_dm_5_la2_0.01_laL_0.01_.slha.py 1.081 0.07943 740.0 741.83 1[N1,e-]
Non-excluded CMS-SUS-17-009 8.905 1.91 TSelSel IDM_mhc_440_mn1_1.5848e-05_dm_5_la2_0.01_laL_0.01_.slha.py 3.893e-06 1.584e-05 440.0 0.4225 1[N1,e-]
Non-excluded CMS-EXO-13-006 21.037 24.221 THSCPM1b,THSCPM2b IDM_mhc_240_mn1_1.9952e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.3089 1.995e-05 240.0 1.827 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.1732 THSCPM1b IDM_mhc_700_mn1_0.0019952_dm_5_la2_0.01_laL_0.01_.slha.py 0.4757 0.001995 700.0 20.859 1[N1,e-]
Non-excluded CMS-EXO-13-006 1.094 0.218 THSCPM1b,THSCPM2b IDM_mhc_660_mn1_5.0118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 2.204e-06 5.011e-05 660.0 0.589 1[N1,e-]
Non-excluded CMS-SUS-17-009 2.454 0.4169 TSelSel IDM_mhc_600_mn1_2.5118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 1.442e-06 2.511e-05 600.0 0.3581 1[N1,e-]
Non-excluded CMS-SUS-17-009 0.7763 0.05224 TSelSel IDM_mhc_780_mn1_7.9432e-06_dm_5_la2_0.01_laL_0.01_.slha.py 7.512e-06 7.943e-06 780.0 0.06689 1[N1,e-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.0 THSCPM1b IDM_mhc_980_mn1_0.0063095_dm_5_la2_0.01_laL_0.01_.slha.py 0.01773 0.006309 980.0 33.616 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.02375 THSCPM1b IDM_mhc_700_mn1_0.019952_dm_5_la2_0.01_laL_0.01_.slha.py 1.339 0.01995 700.0 208.59 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_920_mn1_0.3981_dm_5_la2_0.01_laL_0.01_.slha.py 0.09387 0.3981 920.0 2406.426 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 1.603 THSCPM1b IDM_mhc_160_mn1_0.01_dm_5_la2_0.01_laL_0.01_.slha.py 128.682 0.01 160.0 2128.661 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 1.463 THSCPM1b IDM_mhc_420_mn1_0.0015848_dm_5_la2_0.01_laL_0.01_.slha.py 9.37 0.001584 420.0 46.429 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.1231 THSCPM1b IDM_mhc_480_mn1_0.015848_dm_5_la2_0.01_laL_0.01_.slha.py 8.143 0.01584 480.0 354.267 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.0 0.4792 THSCPM1b,THSCPM2b IDM_mhc_620_mn1_0.00050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.175 0.0005011 620.0 6.689 1[N1,e-]
Non-excluded CMS-SUS-17-009 2.515 0.187 TSelSel IDM_mhc_680_mn1_3.1622e-06_dm_5_la2_0.01_laL_0.01_.slha.py 7.718e-05 3.162e-06 680.0 0.03504 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_940_mn1_0.15848_dm_5_la2_0.01_laL_0.01_.slha.py 0.03887 0.1584 940.0 917.799 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.0 1.31 THSCPM1b,THSCPM2b IDM_mhc_520_mn1_0.0003981_dm_5_la2_0.01_laL_0.01_.slha.py 0.6106 0.0003981 520.0 7.56 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.03958 THSCPM1b IDM_mhc_220_mn1_0.25118_dm_5_la2_0.01_laL_0.01_.slha.py 120.849 0.2511 220.0 27559.631 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 1.547 THSCPM1b IDM_mhc_480_mn1_0.00079432_dm_5_la2_0.01_laL_0.01_.slha.py 2.486 0.0007943 480.0 17.777 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 26.758 THSCPM1b IDM_mhc_240_mn1_0.00019952_dm_5_la2_0.01_laL_0.01_.slha.py 34.029 0.0001995 240.0 18.271 1[N1,e-]
Non-excluded CMS-SUS-17-009 0.4389 0.03036 TSelSel IDM_mhc_860_mn1_1.2589e-05_dm_5_la2_0.01_laL_0.01_.slha.py 2.722e-06 1.258e-05 860.0 0.08692 1[N1,e-]
Excluded CMS-PAS-EXO-16-036 0.0 8.87 THSCPM1b IDM_mhc_340_mn1_0.00012589_dm_5_la2_0.01_laL_0.01_.slha.py 1.493 0.0001258 340.0 5.654 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_980_mn1_0.1_dm_5_la2_0.01_laL_0.01_.slha.py 0.02901 0.1 980.0 531.878 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_420_mn1_0.79432_dm_5_la2_0.01_laL_0.01_.slha.py 15.704 0.7943 420.0 23242.28 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.06183 THSCPM1b IDM_mhc_440_mn1_0.03981_dm_5_la2_0.01_laL_0.01_.slha.py 12.425 0.03981 440.0 1060.897 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_900_mn1_0.012589_dm_5_la2_0.01_laL_0.01_.slha.py 0.2415 0.01258 900.0 79.567 1[N1,e-]
Excluded CMS-EXO-12-026 0.0 4.824 THSCPM1b IDM_mhc_140_mn1_0.003981_dm_5_la2_0.01_laL_0.01_.slha.py 52.542 0.003981 140.0 1121.175 1[N1,e-]
Excluded CMS-EXO-13-006 0.0 4.348 THSCPM1b,THSCPM2b IDM_mhc_400_mn1_0.00031622_dm_5_la2_0.01_laL_0.01_.slha.py 3.108 0.0003162 400.0 10.224 1[N1,e-]
Non-excluded CMS-EXO-13-006 1.753 2.703 THSCPM1b,THSCPM2b IDM_mhc_420_mn1_7.9432e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.1951 7.943e-05 420.0 2.324 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.197 THSCPM1b IDM_mhc_580_mn1_0.0050118_dm_5_la2_0.01_laL_0.01_.slha.py 3.317 0.005011 580.0 76.483 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.01057 THSCPM1b,THSCPM2b IDM_mhc_920_mn1_2.5118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 2.71e-09 2.511e-05 920.0 0.1517 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_940_mn1_5.0118e-05_dm_5_la2_0.01_laL_0.01_.slha.py 4.063e-10 5.011e-05 940.0 0.2901 1[N1,e-]
Non-excluded CMS-SUS-17-009 96.858 16.848 TSelSel IDM_mhc_260_mn1_1.5848e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.0001997 1.584e-06 260.0 0.1233 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 36.207 THSCPM1b IDM_mhc_180_mn1_0.00031622_dm_5_la2_0.01_laL_0.01_.slha.py 145.243 0.0003162 180.0 52.62 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.4247 THSCPM1b IDM_mhc_620_mn1_0.001_dm_5_la2_0.01_laL_0.01_.slha.py 0.4755 0.001 620.0 13.332 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.2433 THSCPM1b IDM_mhc_400_mn1_0.012589_dm_5_la2_0.01_laL_0.01_.slha.py 17.748 0.01258 400.0 406.859 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.4285 THSCPM1b IDM_mhc_180_mn1_0.031622_dm_5_la2_0.01_laL_0.01_.slha.py 202.726 0.03162 180.0 5262.052 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_840_mn1_0.31622_dm_5_la2_0.01_laL_0.01_.slha.py 0.4707 0.3162 840.0 2291.834 1[N1,e-]
Non-excluded CMS-SUS-17-009 16.988 1.569 TSelSel IDM_mhc_460_mn1_1.9952e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.0002474 1.995e-06 460.0 0.0486 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 3.075 THSCPM1b IDM_mhc_280_mn1_0.0019952_dm_5_la2_0.01_laL_0.01_.slha.py 45.768 0.001995 280.0 133.329 1[N1,e-]
Non-excluded CMS-EXO-13-006 1.253 0.218 THSCPM1b,THSCPM2b IDM_mhc_660_mn1_3.981e-05_dm_5_la2_0.01_laL_0.01_.slha.py 5.854e-07 3.981e-05 660.0 0.4687 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.5665 THSCPM1b IDM_mhc_300_mn1_0.01_dm_5_la2_0.01_laL_0.01_.slha.py 51.524 0.01 300.0 580.373 1[N1,e-]
Non-excluded CMS-EXO-13-006 1.011 0.2545 THSCPM1b,THSCPM2b IDM_mhc_640_mn1_6.3095e-05_dm_5_la2_0.01_laL_0.01_.slha.py 5.448e-05 6.309e-05 640.0 0.7893 1[N1,e-]
Non-excluded CMS-EXO-13-006 39.866 16.845 THSCPM1b,THSCPM2b IDM_mhc_260_mn1_1e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.002717 1e-05 260.0 0.7768 1[N1,e-]
Excluded CMS-EXO-12-026 0.0 37.172 THSCPM1b IDM_mhc_100_mn1_0.00079432_dm_5_la2_0.01_laL_0.01_.slha.py 113.355 0.0007943 100.0 456.775 1[N1,e-]
Non-excluded CMS-SUS-17-009 50.797 9.68 TSelSel IDM_mhc_300_mn1_3.1622e-06_dm_5_la2_0.01_laL_0.01_.slha.py 6.47e-05 3.162e-06 300.0 0.1827 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_940_mn1_0.0003981_dm_5_la2_0.01_laL_0.01_.slha.py 0.0001705 0.0003981 940.0 2.305 1[N1,e-]
Excluded CMS-EXO-13-006 0.0 189.3 THSCPM1b,THSCPM2b IDM_mhc_120_mn1_0.0001_dm_5_la2_0.01_laL_0.01_.slha.py 61.087 0.0001 120.0 39.074 1[N1,e-]
Non-excluded CMS-SUS-17-009 196.97 98.885 TSelSel IDM_mhc_160_mn1_1.2589e-06_dm_5_la2_0.01_laL_0.01_.slha.py 7.403e-05 1.258e-06 160.0 0.2681 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_640_mn1_0.050118_dm_5_la2_0.01_laL_0.01_.slha.py 2.356 0.05011 640.0 626.434 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.01929 THSCPM1b IDM_mhc_660_mn1_0.031622_dm_5_la2_0.01_laL_0.01_.slha.py 1.945 0.03162 660.0 372.315 1[N1,e-]
Non-excluded CMS-SUS-17-009 0.3691 0.03469 TSelSel IDM_mhc_840_mn1_3.1622e-05_dm_5_la2_0.01_laL_0.01_.slha.py 4.428e-07 3.162e-05 840.0 0.2291 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 28.708 THSCPM1b IDM_mhc_220_mn1_0.00025118_dm_5_la2_0.01_laL_0.01_.slha.py 60.687 0.0002511 220.0 27.559 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.09116 THSCPM1b IDM_mhc_300_mn1_0.063095_dm_5_la2_0.01_laL_0.01_.slha.py 53.35 0.06309 300.0 3660.982 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 1.032 THSCPM1b IDM_mhc_380_mn1_0.0031622_dm_5_la2_0.01_laL_0.01_.slha.py 18.217 0.003162 380.0 113.406 1[N1,e-]
Excluded CMS-EXO-13-006 0.0 211.256 THSCPM1b,THSCPM2b IDM_mhc_100_mn1_0.00012589_dm_5_la2_0.01_laL_0.01_.slha.py 98.567 0.0001258 100.0 72.28 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.05315 THSCPM1b IDM_mhc_740_mn1_0.0063095_dm_5_la2_0.01_laL_0.01_.slha.py 0.7436 0.006309 740.0 59.079 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 2.21 THSCPM1b IDM_mhc_460_mn1_0.00050118_dm_5_la2_0.01_laL_0.01_.slha.py 1.881 0.0005011 460.0 12.18 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.08742 THSCPM1b IDM_mhc_460_mn1_0.025118_dm_5_la2_0.01_laL_0.01_.slha.py 10.027 0.02511 460.0 610.919 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.03657 THSCPM1b IDM_mhc_200_mn1_0.31622_dm_5_la2_0.01_laL_0.01_.slha.py 161.38 0.3162 200.0 42254.167 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.1221 THSCPM1b IDM_mhc_440_mn1_0.019952_dm_5_la2_0.01_laL_0.01_.slha.py 12.148 0.01995 440.0 531.878 1[N1,e-]
Non-excluded CMS-SUS-17-009 0.9733 0.08072 TSelSel IDM_mhc_760_mn1_1e-05_dm_5_la2_0.01_laL_0.01_.slha.py 5.771e-06 1e-05 760.0 0.08848 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.7755 0.2177 THSCPM1b,THSCPM2b IDM_mhc_660_mn1_7.9432e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.0001366 7.943e-05 660.0 0.9351 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 96.063 THSCPM1b IDM_mhc_180_mn1_6.3095e-05_dm_5_la2_0.01_laL_0.01_.slha.py 39.957 6.309e-05 180.0 10.496 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.01057 THSCPM1b,THSCPM2b IDM_mhc_920_mn1_1.5848e-05_dm_5_la2_0.01_laL_0.01_.slha.py 2.684e-09 1.584e-05 920.0 0.09578 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 24.548 THSCPM1b IDM_mhc_200_mn1_0.0003981_dm_5_la2_0.01_laL_0.01_.slha.py 115.174 0.0003981 200.0 53.187 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.1397 THSCPM1b IDM_mhc_380_mn1_0.025118_dm_5_la2_0.01_laL_0.01_.slha.py 21.921 0.02511 380.0 901.036 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 48.193 THSCPM1b IDM_mhc_200_mn1_0.00015848_dm_5_la2_0.01_laL_0.01_.slha.py 68.581 0.0001584 200.0 21.172 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.0 0.3624 THSCPM1b,THSCPM2b IDM_mhc_640_mn1_0.00031622_dm_5_la2_0.01_laL_0.01_.slha.py 0.05769 0.0003162 640.0 3.954 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.03941 THSCPM1b IDM_mhc_400_mn1_0.079432_dm_5_la2_0.01_laL_0.01_.slha.py 18.652 0.07943 400.0 2566.02 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.07529 THSCPM1b IDM_mhc_620_mn1_0.01_dm_5_la2_0.01_laL_0.01_.slha.py 2.4 0.01 620.0 133.329 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 4.269 THSCPM1b IDM_mhc_320_mn1_0.001_dm_5_la2_0.01_laL_0.01_.slha.py 27.08 0.001 320.0 50.857 1[N1,e-]
Non-excluded CMS-SUS-17-009 0.8594 0.05223 TSelSel IDM_mhc_780_mn1_5.0118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 1.874e-05 5.011e-06 780.0 0.04216 1[N1,e-]
Non-excluded CMS-SUS-17-009 0.4632 0.02658 TSelSel IDM_mhc_880_mn1_3.981e-06_dm_5_la2_0.01_laL_0.01_.slha.py 2.61e-05 3.981e-06 880.0 0.02631 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.6821 THSCPM1b IDM_mhc_480_mn1_0.0025118_dm_5_la2_0.01_laL_0.01_.slha.py 5.682 0.002511 480.0 56.058 1[N1,e-]
Non-excluded CMS-EXO-13-006 2.78 3.202 THSCPM1b,THSCPM2b IDM_mhc_400_mn1_6.3095e-05_dm_5_la2_0.01_laL_0.01_.slha.py 0.1439 6.309e-05 400.0 2.038 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_940_mn1_0.019952_dm_5_la2_0.01_laL_0.01_.slha.py 0.03348 0.01995 940.0 115.395 1[N1,e-]
Non-excluded CMS-SUS-17-009 3.989 0.298 TSelSel IDM_mhc_620_mn1_1.9952e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.0002037 1.995e-06 620.0 0.02662 1[N1,e-]
Non-excluded CMS-SUS-17-009 76.636 16.848 TSelSel IDM_mhc_260_mn1_2.5118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 7.968e-05 2.511e-06 260.0 0.1953 1[N1,e-]
Non-excluded CMS-EXO-13-006 77.532 44.613 THSCPM1b,THSCPM2b IDM_mhc_200_mn1_5.0118e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.002976 5.011e-06 200.0 0.6689 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_900_mn1_0.079432_dm_5_la2_0.01_laL_0.01_.slha.py 0.3114 0.07943 900.0 502.104 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.186 0.0517 THSCPM1b,THSCPM2b IDM_mhc_780_mn1_0.00015848_dm_5_la2_0.01_laL_0.01_.slha.py 0.0001665 0.0001584 780.0 1.333 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.01937 THSCPM1b IDM_mhc_420_mn1_0.12589_dm_5_la2_0.01_laL_0.01_.slha.py 15.619 0.1258 420.0 3681.473 1[N1,e-]
Non-excluded CMS-SUS-17-009 0.4588 0.0266 TSelSel IDM_mhc_880_mn1_6.3095e-06_dm_5_la2_0.01_laL_0.01_.slha.py 1.05e-05 6.309e-06 880.0 0.04171 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.08857 THSCPM1b IDM_mhc_380_mn1_0.03981_dm_5_la2_0.01_laL_0.01_.slha.py 22.138 0.03981 380.0 1429.905 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_1000_mn1_0.019952_dm_5_la2_0.01_laL_0.01_.slha.py 0.02145 0.01995 1000.0 102.241 1[N1,e-]
Non-excluded CMS-SUS-17-009 62.43 7.493 TSelSel IDM_mhc_320_mn1_1.2589e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.0004442 1.258e-06 320.0 0.06406 1[N1,e-]
Excluded CMS-EXO-13-006 0.0 228.079 THSCPM1b,THSCPM2b IDM_mhc_140_mn1_3.981e-05_dm_5_la2_0.01_laL_0.01_.slha.py 23.641 3.981e-05 140.0 11.211 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.03635 THSCPM1b IDM_mhc_300_mn1_0.15848_dm_5_la2_0.01_laL_0.01_.slha.py 53.561 0.1584 300.0 9177.998 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_860_mn1_0.25118_dm_5_la2_0.01_laL_0.01_.slha.py 0.4076 0.2511 860.0 1730.938 1[N1,e-]
Non-excluded CMS-PAS-EXO-16-036 0.0 0.0 THSCPM1b IDM_mhc_980_mn1_0.001_dm_5_la2_0.01_laL_0.01_.slha.py 0.001939 0.001 980.0 5.318 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_960_mn1_0.025118_dm_5_la2_0.01_laL_0.01_.slha.py 0.03024 0.02511 960.0 138.962 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.231 THSCPM1b IDM_mhc_680_mn1_0.0015848_dm_5_la2_0.01_laL_0.01_.slha.py 0.4527 0.001584 680.0 17.618 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.0 8.421 THSCPM1b,THSCPM2b IDM_mhc_340_mn1_0.0001_dm_5_la2_0.01_laL_0.01_.slha.py 0.8839 0.0001 340.0 4.494 1[N1,e-]
Non-excluded CMS-EXO-13-006 49.251 157.699 THSCPM1b,THSCPM2b IDM_mhc_140_mn1_3.1622e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.01741 3.162e-06 140.0 0.8928 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.0 0.6208 THSCPM1b,THSCPM2b IDM_mhc_580_mn1_0.00019952_dm_5_la2_0.01_laL_0.01_.slha.py 0.06458 0.0001995 580.0 3.045 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 4.4 THSCPM1b IDM_mhc_340_mn1_0.00079432_dm_5_la2_0.01_laL_0.01_.slha.py 17.746 0.0007943 340.0 35.682 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.3751 1.579 THSCPM1b,THSCPM2b IDM_mhc_480_mn1_0.00012589_dm_5_la2_0.01_laL_0.01_.slha.py 0.1561 0.0001258 480.0 2.81 1[N1,e-]
Non-excluded CMS-SUS-17-009 0.2771 0.02326 TSelSel IDM_mhc_900_mn1_1.9952e-06_dm_5_la2_0.01_laL_0.01_.slha.py 9.854e-05 1.995e-06 900.0 0.01256 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_1000_mn1_1.2589e-05_dm_5_la2_0.01_laL_0.01_.slha.py 1.444e-09 1.258e-05 1000.0 0.06427 1[N1,e-]
Non-excluded CMS-EXO-13-006 0.0 0.07426 THSCPM1b,THSCPM2b IDM_mhc_780_mn1_0.0003981_dm_5_la2_0.01_laL_0.01_.slha.py 0.006639 0.0003981 780.0 3.35 1[N1,e-]
Non-excluded CMS-EXO-13-006 63.218 98.961 THSCPM1b,THSCPM2b IDM_mhc_160_mn1_3.981e-06_dm_5_la2_0.01_laL_0.01_.slha.py 0.009883 3.981e-06 160.0 0.8468 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_880_mn1_0.1_dm_5_la2_0.01_laL_0.01_.slha.py 0.3512 0.1 880.0 659.956 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.02909 THSCPM1b IDM_mhc_740_mn1_0.012589_dm_5_la2_0.01_laL_0.01_.slha.py 0.9108 0.01258 740.0 117.456 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.239 THSCPM1b IDM_mhc_440_mn1_0.01_dm_5_la2_0.01_laL_0.01_.slha.py 11.614 0.01 440.0 266.298 1[N1,e-]
Non-excluded CMS-EXO-13-006 12.871 3.687 THSCPM1b,THSCPM2b IDM_mhc_380_mn1_1.5848e-05_dm_5_la2_0.01_laL_0.01_.slha.py 8.793e-05 1.584e-05 380.0 0.5686 1[N1,e-]
Non-excluded CMS-SUS-17-009 3.07 0.4918 TSelSel IDM_mhc_580_mn1_1.9952e-05_dm_5_la2_0.01_laL_0.01_.slha.py 2.35e-06 1.995e-05 580.0 0.3045 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.0 THSCPM1b IDM_mhc_880_mn1_0.01_dm_5_la2_0.01_laL_0.01_.slha.py 0.2532 0.01 880.0 65.995 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.2639 THSCPM1b IDM_mhc_600_mn1_0.0031622_dm_5_la2_0.01_laL_0.01_.slha.py 2.251 0.003162 600.0 45.051 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.02991 THSCPM1b IDM_mhc_500_mn1_0.050118_dm_5_la2_0.01_laL_0.01_.slha.py 6.935 0.05011 500.0 1033.125 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.04806 THSCPM1b IDM_mhc_520_mn1_0.031622_dm_5_la2_0.01_laL_0.01_.slha.py 5.892 0.03162 520.0 601.606 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.07893 THSCPM1b IDM_mhc_720_mn1_0.0050118_dm_5_la2_0.01_laL_0.01_.slha.py 0.8602 0.005011 720.0 49.455 1[N1,e-]
Excluded ATLAS-SUSY-2016-32 0.0 0.746 THSCPM1b IDM_mhc_540_mn1_0.0012589_dm_5_la2_0.01_laL_0.01_.slha.py 1.834 0.001258 540.0 22.171 1[N1,e-]
Non-excluded ATLAS-SUSY-2016-32 0.0 0.02583 THSCPM1b,THSCPM2b IDM_mhc_880_mn1_0.00025118_dm_5_la2_0.01_laL_0.01_.slha.py 0.0001701 0.0002511 880.0 1.658 1[N1,e-]
