SModelS_status Analysis MT_displaced_xsec MT_max MT_max_xsec MT_outgrid_xsec MT_prompt_xsec MT_total_xsec Tx file r_max m(N1) m(H+) ctau(H+) BR(H+)
Non-excluded CMS-EXO-13-006 6.812 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 1.718 0.0 0.6334 3.659 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_360_mn1_0.00015848_dm_50_la2_0.01_laL_0.01_.slha.py 0.8309 0.0001584 360.0 6.344 1[N1,mu-]
Excluded CMS-EXO-13-006 96.627 "[[],[[jet,jet]]]  (HSCP,HSCP)" 115.876 0.0 173.718 178.359 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_120_mn1_0.00012589_dm_50_la2_0.01_laL_0.01_.slha.py 17.194 0.0001258 120.0 49.208 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 443.759 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 257.654 0.0 0.0 443.728 TSmuSmuDisp IDM_mhc_100_mn1_1.2589e-06_dm_50_la2_0.01_laL_0.01_.slha.py 68.05 1.258e-06 100.0 0.7228 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 2.771 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 1.698 0.0 0.0 2.771 TSmuSmuDisp IDM_mhc_440_mn1_5.0118e-06_dm_50_la2_0.01_laL_0.01_.slha.py 4.0 5.011e-06 440.0 0.1333 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.08574 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.08575 0.0 0.0 0.08575 TSmuSmuDisp IDM_mhc_780_mn1_1e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.3284 1e-05 780.0 0.08396 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.01762 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.05645 0.0 0.05645 0.05645 THSCPM1b IDM_mhc_780_mn1_0.003981_dm_50_la2_0.01_laL_0.01_.slha.py 0.1216 0.003981 780.0 33.502 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 1.695 0.0 2.541 2.541 THSCPM1b IDM_mhc_440_mn1_0.25118_dm_50_la2_0.01_laL_0.01_.slha.py 2.586 0.2511 440.0 6689.049 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.05784 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.04618 0.0 0.0 0.04618 THSCPM1b IDM_mhc_820_mn1_0.00050118_dm_50_la2_0.01_laL_0.01_.slha.py 0.002135 0.0005011 820.0 3.816 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.3066 0.0 0.4231 0.4231 THSCPM1b IDM_mhc_640_mn1_0.50118_dm_50_la2_0.01_laL_0.01_.slha.py 0.6067 0.5011 640.0 6264.348 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 30.542 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 17.174 0.0 0.0 30.544 TSmuSmuDisp IDM_mhc_240_mn1_1e-06_dm_50_la2_0.01_laL_0.01_.slha.py 34.381 1e-06 240.0 0.09177 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.1521 "[[],[[jet,jet]]]  (HSCP,HSCP)" 4.687 0.0 7.027 7.027 THSCPM1b IDM_mhc_340_mn1_0.012589_dm_50_la2_0.01_laL_0.01_.slha.py 6.657 0.01258 340.0 565.406 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 3.638 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 2.063 0.0 0.0 3.639 TSmuSmuDisp IDM_mhc_420_mn1_1.9952e-06_dm_50_la2_0.01_laL_0.01_.slha.py 5.971 1.995e-06 420.0 0.05838 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.6044 "[[],[[jet,jet]]]  (HSCP,HSCP)" 2.199 0.006408 3.297 3.297 THSCPM1b IDM_mhc_400_mn1_0.0031622_dm_50_la2_0.01_laL_0.01_.slha.py 2.997 0.003162 400.0 102.241 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 30.601 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 16.898 0.0 0.0 30.053 TSmuSmuDisp IDM_mhc_240_mn1_1.5848e-05_dm_50_la2_0.01_laL_0.01_.slha.py 9.421 1.584e-05 240.0 1.45 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.01983 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_920_mn1_0.0003981_dm_50_la2_0.01_laL_0.01_.slha.py 0.0002473 0.0003981 920.0 2.406 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.02799 "[[],[[jet,jet]]]  (HSCP,HSCP)" 1.355 0.0 2.032 2.032 THSCPM1b IDM_mhc_460_mn1_0.015848_dm_50_la2_0.01_laL_0.01_.slha.py 2.0 0.01584 460.0 386.158 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.01329 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_1000_mn1_7.9432e-05_dm_50_la2_0.01_laL_0.01_.slha.py 1.626e-09 7.943e-05 1000.0 0.406 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.2127 0.0 0.2941 0.2941 THSCPM1b IDM_mhc_680_mn1_0.019952_dm_50_la2_0.01_laL_0.01_.slha.py 0.3952 0.01995 680.0 221.218 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 3.1 0.0 4.648 4.648 THSCPM1b IDM_mhc_380_mn1_0.3981_dm_50_la2_0.01_laL_0.01_.slha.py 4.485 0.3981 380.0 14299.055 1[N1,mu-]
Non-excluded CMS-EXO-13-006 7.036 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 3.043 0.0 0.03329 5.391 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_360_mn1_7.9432e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.2327 7.943e-05 360.0 3.177 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.06528 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.06539 0.0 0.0 0.06539 TSmuSmuDisp IDM_mhc_820_mn1_2.5118e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.2366 2.511e-06 820.0 0.01915 1[N1,mu-]
Excluded CMS-EXO-13-006 60.884 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 17.043 0.0 3.433 33.586 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_200_mn1_3.981e-05_dm_50_la2_0.01_laL_0.01_.slha.py 2.307 3.981e-05 200.0 5.318 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_980_mn1_0.063095_dm_50_la2_0.01_laL_0.01_.slha.py 0.03145 0.06309 980.0 336.161 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.07481 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.07481 0.0 0.0 0.07481 TSmuSmuDisp IDM_mhc_800_mn1_1.9952e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.2607 1.995e-05 800.0 0.1591 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.03206 "[[],[[jet,jet]]]  (HSCP,HSCP)" 65.007 0.0 97.456 97.456 THSCPM1b,THSCPM8 IDM_mhc_160_mn1_0.1_dm_50_la2_0.01_laL_0.01_.slha.py 29.005 0.1 160.0 21286.619 1[N1,mu-]
Non-excluded CMS-EXO-13-006 2.702 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.5411 0.0 0.4831 1.348 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_440_mn1_0.00031622_dm_50_la2_0.01_laL_0.01_.slha.py 0.3901 0.0003162 440.0 8.432 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.09743 0.0 0.09743 0.09743 THSCPM1b IDM_mhc_760_mn1_0.15848_dm_50_la2_0.01_laL_0.01_.slha.py 0.2635 0.1584 760.0 1409.478 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 1.881 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 1.152 0.0 0.0 1.881 TSmuSmuDisp IDM_mhc_480_mn1_6.3095e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.7767 6.309e-05 480.0 1.409 1[N1,mu-]
Excluded CMS-EXO-13-006 25.955 "[[],[[jet,jet]]]  (HSCP,HSCP)" 247.928 0.08985 371.686 371.78 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_100_mn1_0.00063095_dm_50_la2_0.01_laL_0.01_.slha.py 27.188 0.0006309 100.0 362.733 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.08574 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.08574 0.0 0.0 0.08574 TSmuSmuDisp IDM_mhc_780_mn1_7.9432e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.1768 7.943e-05 780.0 0.6689 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_980_mn1_0.0015848_dm_50_la2_0.01_laL_0.01_.slha.py 0.005616 0.001584 980.0 8.432 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.02588 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.03724 0.0 0.03724 0.03724 THSCPM1b IDM_mhc_780_mn1_0.0019952_dm_50_la2_0.01_laL_0.01_.slha.py 0.05963 0.001995 780.0 16.722 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 4.444 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 2.521 0.0 0.0 4.444 TSmuSmuDisp IDM_mhc_400_mn1_2.5118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 2.551 2.511e-05 400.0 0.812 1[N1,mu-]
Excluded CMS-EXO-13-006 246.227 "[[],[[jet,jet]]]  (HSCP,HSCP)" 49.569 0.0 74.312 124.405 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_120_mn1_3.1622e-05_dm_50_la2_0.01_laL_0.01_.slha.py 10.31 3.162e-05 120.0 12.332 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 8.146 "[[],[[jet,jet]]]  (HSCP,HSCP)" 19.712 0.09248 29.552 29.736 THSCPM1b,THSCPM8 IDM_mhc_220_mn1_0.00079432_dm_50_la2_0.01_laL_0.01_.slha.py 23.319 0.0007943 220.0 86.928 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.4858 0.0 0.7283 0.7283 THSCPM1b IDM_mhc_580_mn1_0.050118_dm_50_la2_0.01_laL_0.01_.slha.py 0.9583 0.05011 580.0 764.833 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.1019 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.1019 0.0 0.0 0.1019 TSmuSmuDisp IDM_mhc_740_mn1_0.00025118_dm_50_la2_0.01_laL_0.01_.slha.py 0.04862 0.0002511 740.0 2.349 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 3.711 "[[],[[jet,jet]]]  (HSCP,HSCP)" 30.2 0.01476 45.274 45.274 THSCPM1b,THSCPM8 IDM_mhc_200_mn1_0.0019952_dm_50_la2_0.01_laL_0.01_.slha.py 36.614 0.001995 200.0 266.658 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 21.696 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 3.384 0.0 4.648 10.662 THSCPM1b,THSCPM8 IDM_mhc_260_mn1_0.00012589_dm_50_la2_0.01_laL_0.01_.slha.py 2.657 0.0001258 260.0 9.768 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.01948 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_940_mn1_0.0001_dm_50_la2_0.01_laL_0.01_.slha.py 2.002e-09 0.0001 940.0 0.5786 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 1.897 "[[],[[jet,jet]]]  (HSCP,HSCP)" 31.001 0.0 46.476 46.476 THSCPM1b,THSCPM8 IDM_mhc_200_mn1_0.003981_dm_50_la2_0.01_laL_0.01_.slha.py 38.324 0.003981 200.0 531.878 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.2702 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.1952 0.0 0.0 0.2703 TSmuSmuDisp IDM_mhc_700_mn1_5.0118e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.6327 5.011e-06 700.0 0.05234 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 30.543 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 17.174 0.0 0.0 30.544 TSmuSmuDisp IDM_mhc_240_mn1_1.2589e-06_dm_50_la2_0.01_laL_0.01_.slha.py 32.208 1.258e-06 240.0 0.1153 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.2625 0.0 0.3627 0.3627 THSCPM1b IDM_mhc_660_mn1_0.31622_dm_50_la2_0.01_laL_0.01_.slha.py 0.5121 0.3162 660.0 3723.15 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 2.728 "[[],[[jet,jet]]]  (HSCP,HSCP)" 43.661 0.005613 65.455 65.455 THSCPM1b,THSCPM8 IDM_mhc_180_mn1_0.0031622_dm_50_la2_0.01_laL_0.01_.slha.py 45.332 0.003162 180.0 526.205 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.111 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.02934 0.0 0.02028 0.04962 THSCPM1b IDM_mhc_760_mn1_0.001_dm_50_la2_0.01_laL_0.01_.slha.py 0.02625 0.001 760.0 8.848 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 3.639 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 2.063 0.0 0.0 3.639 TSmuSmuDisp IDM_mhc_420_mn1_3.981e-06_dm_50_la2_0.01_laL_0.01_.slha.py 4.99 3.981e-06 420.0 0.1167 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.3092 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.2236 0.0 0.0 0.3092 TSmuSmuDisp IDM_mhc_680_mn1_0.00012589_dm_50_la2_0.01_laL_0.01_.slha.py 0.1698 0.0001258 680.0 1.399 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 44.826 0.0 67.202 67.202 THSCPM1b,THSCPM8 IDM_mhc_180_mn1_0.31622_dm_50_la2_0.01_laL_0.01_.slha.py 46.407 0.3162 180.0 52620.523 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.02154 "[[],[[jet,jet]]]  (HSCP,HSCP)" 17.141 0.0 25.697 25.697 THSCPM1b,THSCPM8 IDM_mhc_240_mn1_0.079432_dm_50_la2_0.01_laL_0.01_.slha.py 22.116 0.07943 240.0 7281.437 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.3981 "[[],[[jet,jet]]]  (HSCP,HSCP)" 3.638 0.0 5.454 5.454 THSCPM1b IDM_mhc_360_mn1_0.0063095_dm_50_la2_0.01_laL_0.01_.slha.py 5.08 0.006309 360.0 252.336 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.08575 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.08575 0.0 0.0 0.08575 TSmuSmuDisp IDM_mhc_780_mn1_3.981e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.2492 3.981e-05 780.0 0.335 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.06699 0.0 0.06699 0.06699 THSCPM1b IDM_mhc_800_mn1_0.015848_dm_50_la2_0.01_laL_0.01_.slha.py 0.1876 0.01584 800.0 126.491 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.08335 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.2913 0.0 0.4015 0.4015 THSCPM1b IDM_mhc_620_mn1_0.0050118_dm_50_la2_0.01_laL_0.01_.slha.py 0.4997 0.005011 620.0 66.89 1[N1,mu-]
Non-excluded CMS-EXO-13-006 3.691 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 1.006 0.0 0.2553 2.03 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_420_mn1_0.00019952_dm_50_la2_0.01_laL_0.01_.slha.py 0.3707 0.0001995 420.0 5.838 1[N1,mu-]
Excluded CMS-EXO-13-006 78.474 "[[],[[jet,jet]]]  (HSCP,HSCP)" 65.942 0.0 98.858 104.25 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_140_mn1_0.00012589_dm_50_la2_0.01_laL_0.01_.slha.py 10.798 0.0001258 140.0 35.49 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.08025 0.0 0.08025 0.08025 THSCPM1b IDM_mhc_780_mn1_0.025118_dm_50_la2_0.01_laL_0.01_.slha.py 0.2223 0.02511 780.0 211.27 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.01262 "[[],[[jet,jet]]]  (HSCP,HSCP)" 1.676 0.0 2.513 2.513 THSCPM1b IDM_mhc_440_mn1_0.03981_dm_50_la2_0.01_laL_0.01_.slha.py 2.537 0.03981 440.0 1060.897 1[N1,mu-]
Excluded CMS-EXO-13-006 0.6023 "[[],[[jet,jet]]]  (HSCP,HSCP)" 153.788 0.0 230.554 230.554 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_120_mn1_0.019952_dm_50_la2_0.01_laL_0.01_.slha.py 19.852 0.01995 120.0 7799.484 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 114.211 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 65.05 0.0 0.0 114.212 TSmuSmuDisp IDM_mhc_160_mn1_1.2589e-06_dm_50_la2_0.01_laL_0.01_.slha.py 54.747 1.258e-06 160.0 0.2681 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 3.639 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 2.063 0.0 0.0 3.639 TSmuSmuDisp IDM_mhc_420_mn1_5.0118e-06_dm_50_la2_0.01_laL_0.01_.slha.py 4.662 5.011e-06 420.0 0.1461 1[N1,mu-]
Excluded CMS-EXO-13-006 20.724 "[[],[[jet,jet]]]  (HSCP,HSCP)" 249.905 0.05692 374.648 374.708 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_100_mn1_0.00079432_dm_50_la2_0.01_laL_0.01_.slha.py 27.247 0.0007943 100.0 456.775 1[N1,mu-]
Non-excluded CMS-EXO-13-006 2.405 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.6531 0.0 0.1944 1.26 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_460_mn1_0.00025118_dm_50_la2_0.01_laL_0.01_.slha.py 0.222 0.0002511 460.0 6.109 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_980_mn1_0.079432_dm_50_la2_0.01_laL_0.01_.slha.py 0.03164 0.07943 980.0 422.541 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 12.955 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 2.192 0.0 2.52 6.369 THSCPM1b,THSCPM8 IDM_mhc_300_mn1_0.00015848_dm_50_la2_0.01_laL_0.01_.slha.py 1.375 0.0001584 300.0 9.177 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.07679 "[[],[[jet,jet]]]  (HSCP,HSCP)" 7.654 0.0 11.475 11.475 THSCPM1b IDM_mhc_300_mn1_0.031622_dm_50_la2_0.01_laL_0.01_.slha.py 10.54 0.03162 300.0 1827.101 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.04329 0.0 0.04329 0.04329 THSCPM1b IDM_mhc_880_mn1_0.12589_dm_50_la2_0.01_laL_0.01_.slha.py 0.1283 0.1258 880.0 832.603 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.04399 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.04402 0.0 0.0 0.04402 TSmuSmuDisp IDM_mhc_880_mn1_3.981e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.1769 3.981e-06 880.0 0.02631 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.07481 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.07481 0.0 0.0 0.07481 TSmuSmuDisp IDM_mhc_800_mn1_5.0118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.2031 5.011e-05 800.0 0.401 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.2518 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.1819 0.0 0.0 0.2518 TSmuSmuDisp IDM_mhc_700_mn1_0.00019952_dm_50_la2_0.01_laL_0.01_.slha.py 0.08031 0.0001995 700.0 2.085 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 0.7406 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.4948 0.0 0.0 0.7418 TSmuSmuDisp IDM_mhc_580_mn1_1.2589e-06_dm_50_la2_0.01_laL_0.01_.slha.py 1.498 1.258e-06 580.0 0.01915 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 6.768 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 3.845 0.0 0.0 6.771 TSmuSmuDisp IDM_mhc_360_mn1_1e-06_dm_50_la2_0.01_laL_0.01_.slha.py 11.707 1e-06 360.0 0.04002 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.1593 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.2847 0.0 0.392 0.392 THSCPM1b IDM_mhc_600_mn1_0.0025118_dm_50_la2_0.01_laL_0.01_.slha.py 0.4268 0.002511 600.0 35.812 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_1000_mn1_0.03981_dm_50_la2_0.01_laL_0.01_.slha.py 0.02707 0.03981 1000.0 203.429 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.01183 "[[],[[jet,jet]]]  (HSCP,HSCP)" 12.945 0.0 19.407 19.407 THSCPM1b,THSCPM8 IDM_mhc_260_mn1_0.12589_dm_50_la2_0.01_laL_0.01_.slha.py 16.915 0.1258 260.0 9768.661 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 117.421 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 60.286 0.0 0.09057 105.938 TSmuSmuDisp IDM_mhc_160_mn1_1e-05_dm_50_la2_0.01_laL_0.01_.slha.py 4.299 1e-05 160.0 2.128 1[N1,mu-]
Excluded CMS-EXO-13-006 4.49 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.9025 0.0 1.352 2.427 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_380_mn1_0.00031622_dm_50_la2_0.01_laL_0.01_.slha.py 1.159 0.0003162 380.0 11.34 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.2609 "[[],[[jet,jet]]]  (HSCP,HSCP)" 3.68 0.0 5.517 5.517 THSCPM1b IDM_mhc_360_mn1_0.0079432_dm_50_la2_0.01_laL_0.01_.slha.py 5.18 0.007943 360.0 317.756 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 8.741 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 4.026 0.0 0.02427 7.107 TSmuSmuDisp IDM_mhc_340_mn1_6.3095e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.4294 6.309e-05 340.0 2.835 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0271 "[[],[[jet,jet]]]  (HSCP,HSCP)" 17.133 0.0 25.685 25.685 THSCPM1b,THSCPM8 IDM_mhc_240_mn1_0.063095_dm_50_la2_0.01_laL_0.01_.slha.py 22.083 0.06309 240.0 5786.714 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.2699 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.1952 0.0 0.0 0.2703 TSmuSmuDisp IDM_mhc_700_mn1_1.9952e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.5948 1.995e-06 700.0 0.02085 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.8952 "[[],[[jet,jet]]]  (HSCP,HSCP)" 2.656 0.01015 3.982 3.982 THSCPM1b IDM_mhc_380_mn1_0.0025118_dm_50_la2_0.01_laL_0.01_.slha.py 3.441 0.002511 380.0 90.103 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.04401 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.04402 0.0 0.0 0.04402 TSmuSmuDisp IDM_mhc_880_mn1_7.9432e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.1731 7.943e-06 880.0 0.05248 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.7287 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.2315 0.0 0.03712 0.3556 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_580_mn1_0.0003981_dm_50_la2_0.01_laL_0.01_.slha.py 0.05514 0.0003981 580.0 6.071 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.1034 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.02806 0.0 0.02806 0.04943 THSCPM1b IDM_mhc_760_mn1_0.0012589_dm_50_la2_0.01_laL_0.01_.slha.py 0.03633 0.001258 760.0 11.148 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.2381 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.1004 0.0 0.1385 0.1815 THSCPM1b IDM_mhc_640_mn1_0.001_dm_50_la2_0.01_laL_0.01_.slha.py 0.09459 0.001 640.0 12.489 1[N1,mu-]
Non-excluded CMS-EXO-13-006 123.117 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 49.738 0.0 1.537 88.866 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_160_mn1_1.5848e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.9012 1.584e-05 160.0 3.373 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.03943 "[[],[[jet,jet]]]  (HSCP,HSCP)" 23.09 0.0 34.615 34.615 THSCPM1b,THSCPM8 IDM_mhc_220_mn1_0.050118_dm_50_la2_0.01_laL_0.01_.slha.py 29.353 0.05011 220.0 5496.572 1[N1,mu-]
