SModelS_status Analysis MT_displaced_xsec MT_max MT_max_xsec MT_outgrid_xsec MT_prompt_xsec MT_total_xsec Tx file r_max m(N1) m(H+) ctau(H+) BR(H+)
Excluded ATLAS-SUSY-2016-32 0.01036 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.8006 0.0 1.2 1.2 THSCPM1b IDM_mhc_520_mn1_0.031622_dm_50_la2_0.01_laL_0.01_.slha.py 1.27 0.03162 520.0 601.606 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.9101 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.3205 0.0 0.02923 0.5098 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_560_mn1_0.00031622_dm_50_la2_0.01_laL_0.01_.slha.py 0.05307 0.0003162 560.0 5.179 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.02218 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_920_mn1_1.9952e-05_dm_50_la2_0.01_laL_0.01_.slha.py 1.444e-09 1.995e-05 920.0 0.1203 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0917 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.7469 0.0 1.119 1.119 THSCPM1b IDM_mhc_520_mn1_0.0079432_dm_50_la2_0.01_laL_0.01_.slha.py 1.127 0.007943 520.0 150.631 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 1.098 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.6644 0.0 0.0 1.084 TSmuSmuDisp IDM_mhc_540_mn1_0.0001_dm_50_la2_0.01_laL_0.01_.slha.py 0.3597 0.0001 540.0 1.761 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.1002 "[[],[[jet,jet]]]  (HSCP,HSCP)" 1.327 0.0 1.989 1.989 THSCPM1b IDM_mhc_460_mn1_0.01_dm_50_la2_0.01_laL_0.01_.slha.py 1.928 0.01 460.0 243.613 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.1826 0.0 0.2528 0.2528 THSCPM1b IDM_mhc_700_mn1_0.019952_dm_50_la2_0.01_laL_0.01_.slha.py 0.3465 0.01995 700.0 208.59 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.3929 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.2711 0.0 0.0 0.3742 TSmuSmuDisp IDM_mhc_640_mn1_0.00019952_dm_50_la2_0.01_laL_0.01_.slha.py 0.07059 0.0001995 640.0 2.497 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.1037 "[[],[[jet,jet]]]  (HSCP,HSCP)" 44.763 0.0 67.107 67.107 THSCPM1b,THSCPM8 IDM_mhc_180_mn1_0.050118_dm_50_la2_0.01_laL_0.01_.slha.py 46.041 0.05011 180.0 8326.032 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.01948 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_940_mn1_5.0118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 4.451e-10 5.011e-05 940.0 0.2901 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 TSmuSmuDisp IDM_mhc_900_mn1_1e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.05663 1e-06 900.0 0.006304 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.8044 0.0 1.205 1.205 THSCPM1b IDM_mhc_520_mn1_0.03981_dm_50_la2_0.01_laL_0.01_.slha.py 1.28 0.03981 520.0 756.042 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 79.033 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 44.818 0.0 0.0 79.019 TSmuSmuDisp IDM_mhc_180_mn1_5.0118e-06_dm_50_la2_0.01_laL_0.01_.slha.py 19.543 5.011e-06 180.0 0.8326 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.1119 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.3289 0.0 0.4529 0.4529 THSCPM1b IDM_mhc_600_mn1_0.003981_dm_50_la2_0.01_laL_0.01_.slha.py 0.5467 0.003981 600.0 56.703 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 2.826 "[[],[[jet,jet]]]  (HSCP,HSCP)" 15.908 0.01582 23.849 23.849 THSCPM1b,THSCPM8 IDM_mhc_240_mn1_0.0019952_dm_50_la2_0.01_laL_0.01_.slha.py 19.818 0.001995 240.0 182.71 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.303 0.0 0.4181 0.4181 THSCPM1b IDM_mhc_640_mn1_0.079432_dm_50_la2_0.01_laL_0.01_.slha.py 0.5945 0.07943 640.0 996.6 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 2.293 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 1.405 0.0 0.0 2.293 TSmuSmuDisp IDM_mhc_460_mn1_3.981e-06_dm_50_la2_0.01_laL_0.01_.slha.py 3.683 3.981e-06 460.0 0.09672 1[N1,mu-]
Excluded CMS-EXO-13-006 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 154.058 0.0 230.958 230.958 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_120_mn1_0.79432_dm_50_la2_0.01_laL_0.01_.slha.py 19.942 0.7943 120.0 310262.521 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 0.8745 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.5834 0.0 0.0 0.8746 TSmuSmuDisp IDM_mhc_560_mn1_5.0118e-06_dm_50_la2_0.01_laL_0.01_.slha.py 1.719 5.011e-06 560.0 0.08221 1[N1,mu-]
Non-excluded CMS-EXO-13-006 1.334 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.4847 0.0 0.03239 0.8075 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_520_mn1_0.00025118_dm_50_la2_0.01_laL_0.01_.slha.py 0.07745 0.0002511 520.0 4.777 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.06801 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.2078 0.0 0.2871 0.2871 THSCPM1b IDM_mhc_660_mn1_0.0050118_dm_50_la2_0.01_laL_0.01_.slha.py 0.3431 0.005011 660.0 58.903 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.5006 "[[],[[jet,jet]]]  (HSCP,HSCP)" 5.798 0.0 8.692 8.692 THSCPM1b IDM_mhc_320_mn1_0.0063095_dm_50_la2_0.01_laL_0.01_.slha.py 8.011 0.006309 320.0 320.856 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_980_mn1_0.25118_dm_50_la2_0.01_laL_0.01_.slha.py 0.03262 0.2511 980.0 1333.29 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 24.112 "[[],[[jet,jet]]]  (HSCP,HSCP)" 6.551 0.0 9.821 14.209 THSCPM1b,THSCPM8 IDM_mhc_240_mn1_0.00015848_dm_50_la2_0.01_laL_0.01_.slha.py 6.298 0.0001584 240.0 14.509 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.053 0.0 0.053 0.053 THSCPM1b IDM_mhc_840_mn1_0.025118_dm_50_la2_0.01_laL_0.01_.slha.py 0.1516 0.02511 840.0 182.71 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.4814 "[[],[[jet,jet]]]  (HSCP,HSCP)" 1.438 0.006143 2.156 2.156 THSCPM1b IDM_mhc_440_mn1_0.0031622_dm_50_la2_0.01_laL_0.01_.slha.py 1.951 0.003162 440.0 84.327 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.3641 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.2635 0.0 0.0 0.3641 TSmuSmuDisp IDM_mhc_660_mn1_2.5118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.5615 2.511e-05 660.0 0.2953 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.1004 0.0 0.1004 0.1004 THSCPM1b IDM_mhc_740_mn1_0.012589_dm_50_la2_0.01_laL_0.01_.slha.py 0.2519 0.01258 740.0 117.456 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 8.421 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 4.735 0.0 0.0 8.331 TSmuSmuDisp IDM_mhc_340_mn1_3.1622e-05_dm_50_la2_0.01_laL_0.01_.slha.py 2.597 3.162e-05 340.0 1.419 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.06527 0.0 0.06527 0.06527 THSCPM1b IDM_mhc_820_mn1_1.0_dm_50_la2_0.01_laL_0.01_.slha.py 0.2027 1.0 820.0 7618.801 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 1.166 0.0 1.748 1.748 THSCPM1b IDM_mhc_480_mn1_0.25118_dm_50_la2_0.01_laL_0.01_.slha.py 1.77 0.2511 480.0 5605.879 1[N1,mu-]
Non-excluded CMS-EXO-13-006 32.561 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 12.501 0.0 0.5551 22.788 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_240_mn1_3.981e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.6272 3.981e-05 240.0 3.647 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.02222 "[[],[[jet,jet]]]  (HSCP,HSCP)" 2.024 0.0 3.035 3.035 THSCPM1b IDM_mhc_420_mn1_0.025118_dm_50_la2_0.01_laL_0.01_.slha.py 3.062 0.02511 420.0 736.294 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_960_mn1_0.1_dm_50_la2_0.01_laL_0.01_.slha.py 0.03656 0.1 960.0 554.289 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.468 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.2354 0.0 0.0 0.3245 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_620_mn1_0.00031622_dm_50_la2_0.01_laL_0.01_.slha.py 0.01864 0.0003162 620.0 4.216 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 7.698 0.0 11.541 11.541 THSCPM1b IDM_mhc_300_mn1_0.12589_dm_50_la2_0.01_laL_0.01_.slha.py 10.644 0.1258 300.0 7308.406 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.1364 "[[],[[jet,jet]]]  (HSCP,HSCP)" 9.83 0.0 14.737 14.737 THSCPM1b,THSCPM8 IDM_mhc_280_mn1_0.019952_dm_50_la2_0.01_laL_0.01_.slha.py 12.924 0.01995 280.0 1333.29 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.01043 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_1000_mn1_0.00063095_dm_50_la2_0.01_laL_0.01_.slha.py 0.0004531 0.0006309 1000.0 3.224 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.04349 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.04402 0.0 0.0 0.04402 TSmuSmuDisp IDM_mhc_880_mn1_1e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.0686 1e-06 880.0 0.006599 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.01572 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_960_mn1_0.0003981_dm_50_la2_0.01_laL_0.01_.slha.py 0.0001489 0.0003981 960.0 2.209 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 3.474 "[[],[[jet,jet]]]  (HSCP,HSCP)" 2.208 0.0 3.31 3.649 THSCPM1b,THSCPM8 IDM_mhc_360_mn1_0.00063095_dm_50_la2_0.01_laL_0.01_.slha.py 2.362 0.0006309 360.0 25.233 1[N1,mu-]
Excluded CMS-EXO-13-006 177.119 "[[],[[jet,jet]]]  (HSCP,HSCP)" 189.636 0.0 284.296 293.241 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_100_mn1_7.9432e-05_dm_50_la2_0.01_laL_0.01_.slha.py 23.745 7.943e-05 100.0 45.677 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 3.84 0.0 5.757 5.757 THSCPM1b IDM_mhc_360_mn1_0.25118_dm_50_la2_0.01_laL_0.01_.slha.py 5.573 0.2511 360.0 10067.702 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.06857 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.04601 0.0 0.0 0.04601 THSCPM1b IDM_mhc_780_mn1_0.00063095_dm_50_la2_0.01_laL_0.01_.slha.py 0.007915 0.0006309 780.0 5.304 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 56.416 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 10.127 0.0 9.067 26.984 THSCPM1b,THSCPM8 IDM_mhc_200_mn1_6.3095e-05_dm_50_la2_0.01_laL_0.01_.slha.py 4.798 6.309e-05 200.0 8.432 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 0.4237 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.3073 0.0 0.0 0.4241 TSmuSmuDisp IDM_mhc_640_mn1_1.9952e-06_dm_50_la2_0.01_laL_0.01_.slha.py 1.037 1.995e-06 640.0 0.02497 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 17.786 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 9.63 0.0 0.0 17.192 TSmuSmuDisp IDM_mhc_280_mn1_2.5118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 4.348 2.511e-05 280.0 1.672 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.06243 0.0 0.06243 0.06243 THSCPM1b IDM_mhc_820_mn1_0.03981_dm_50_la2_0.01_laL_0.01_.slha.py 0.1879 0.03981 820.0 303.113 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 0.74 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.4948 0.0 0.0 0.7418 TSmuSmuDisp IDM_mhc_580_mn1_1e-06_dm_50_la2_0.01_laL_0.01_.slha.py 1.324 1e-06 580.0 0.01529 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.01145 "[[],[[jet,jet]]]  (HSCP,HSCP)" 7.695 0.0 11.535 11.535 THSCPM1b IDM_mhc_300_mn1_0.1_dm_50_la2_0.01_laL_0.01_.slha.py 10.635 0.1 300.0 5803.734 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.2311 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.1511 0.0 0.0 0.2091 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_700_mn1_0.00031622_dm_50_la2_0.01_laL_0.01_.slha.py 0.004933 0.0003162 700.0 3.305 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.1136 "[[],[[jet,jet]]]  (HSCP,HSCP)" 31.744 0.0 47.59 47.59 THSCPM1b,THSCPM8 IDM_mhc_200_mn1_0.03981_dm_50_la2_0.01_laL_0.01_.slha.py 38.879 0.03981 200.0 5318.786 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 8.663 "[[],[[jet,jet]]]  (HSCP,HSCP)" 13.481 0.0 20.211 20.545 THSCPM1b,THSCPM8 IDM_mhc_240_mn1_0.00063095_dm_50_la2_0.01_laL_0.01_.slha.py 16.056 0.0006309 240.0 57.867 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 2.095 "[[],[[jet,jet]]]  (HSCP,HSCP)" 5.09 0.02546 7.631 7.661 THSCPM1b IDM_mhc_320_mn1_0.0015848_dm_50_la2_0.01_laL_0.01_.slha.py 6.409 0.001584 320.0 80.541 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_940_mn1_0.25118_dm_50_la2_0.01_laL_0.01_.slha.py 0.04308 0.2511 940.0 1450.933 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 5.467 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 3.103 0.0 0.0 5.467 TSmuSmuDisp IDM_mhc_380_mn1_1.9952e-06_dm_50_la2_0.01_laL_0.01_.slha.py 8.405 1.995e-06 380.0 0.07149 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.01875 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.3233 0.0 0.4457 0.4457 THSCPM1b IDM_mhc_620_mn1_0.01_dm_50_la2_0.01_laL_0.01_.slha.py 0.5977 0.01 620.0 133.329 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 23.707 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 11.504 0.0 0.02989 20.532 TSmuSmuDisp IDM_mhc_260_mn1_3.1622e-05_dm_50_la2_0.01_laL_0.01_.slha.py 2.264 3.162e-05 260.0 2.457 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 17.172 0.0 25.743 25.743 THSCPM1b,THSCPM8 IDM_mhc_240_mn1_1.0_dm_50_la2_0.01_laL_0.01_.slha.py 22.312 1.0 240.0 91779.982 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.1131 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.1131 0.0 0.0 0.1131 TSmuSmuDisp IDM_mhc_740_mn1_2.5118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.3477 2.511e-05 740.0 0.2349 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.09823 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.09841 0.0 0.0 0.09841 TSmuSmuDisp IDM_mhc_760_mn1_1.9952e-06_dm_50_la2_0.01_laL_0.01_.slha.py 0.3516 1.995e-06 760.0 0.01761 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.3134 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.2266 0.0 0.0 0.3134 TSmuSmuDisp IDM_mhc_680_mn1_3.1622e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.4528 3.162e-05 680.0 0.3504 1[N1,mu-]
Excluded CMS-EXO-13-006 0.3241 "[[],[[jet,jet]]]  (HSCP,HSCP)" 153.89 0.0 230.706 230.706 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_120_mn1_0.031622_dm_50_la2_0.01_laL_0.01_.slha.py 19.863 0.03162 120.0 12332.935 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.1782 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.3434 0.0 0.5148 0.5148 THSCPM1b IDM_mhc_580_mn1_0.0025118_dm_50_la2_0.01_laL_0.01_.slha.py 0.5287 0.002511 580.0 38.315 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_920_mn1_0.12589_dm_50_la2_0.01_laL_0.01_.slha.py 0.04881 0.1258 920.0 761.88 1[N1,mu-]
Excluded CMS-EXO-13-006 470.585 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 74.101 0.0 83.082 210.698 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_100_mn1_1.5848e-05_dm_50_la2_0.01_laL_0.01_.slha.py 12.68 1.584e-05 100.0 9.093 1[N1,mu-]
Excluded CMS-EXO-13-006 13.836 "[[],[[jet,jet]]]  (HSCP,HSCP)" 148.638 0.04171 222.832 222.864 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_120_mn1_0.001_dm_50_la2_0.01_laL_0.01_.slha.py 18.964 0.001 120.0 390.746 1[N1,mu-]
Excluded CMS-EXO-13-006 4.009 "[[],[[jet,jet]]]  (HSCP,HSCP)" 1.163 0.0 1.744 2.489 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_380_mn1_0.0003981_dm_50_la2_0.01_laL_0.01_.slha.py 1.355 0.0003981 380.0 14.299 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_900_mn1_0.0050118_dm_50_la2_0.01_laL_0.01_.slha.py 0.05544 0.005011 900.0 31.622 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 8.123 "[[],[[jet,jet]]]  (HSCP,HSCP)" 61.739 0.03243 92.557 92.585 THSCPM1b,THSCPM8 IDM_mhc_160_mn1_0.0012589_dm_50_la2_0.01_laL_0.01_.slha.py 25.882 0.001258 160.0 268.107 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 0.5796 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.4209 0.0 0.0 0.5796 TSmuSmuDisp IDM_mhc_600_mn1_1e-05_dm_50_la2_0.01_laL_0.01_.slha.py 1.091 1e-05 600.0 0.1429 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.1213 "[[],[[jet,jet]]]  (HSCP,HSCP)" 7.62 0.0 11.424 11.424 THSCPM1b IDM_mhc_300_mn1_0.019952_dm_50_la2_0.01_laL_0.01_.slha.py 10.46 0.01995 300.0 1153.958 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.0 0.0 0.0 THSCPM1b IDM_mhc_1000_mn1_0.25118_dm_50_la2_0.01_laL_0.01_.slha.py 0.02842 0.2511 1000.0 1281.343 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.4204 0.0 0.5789 0.5789 THSCPM1b IDM_mhc_600_mn1_0.79432_dm_50_la2_0.01_laL_0.01_.slha.py 0.8328 0.7943 600.0 11340.63 1[N1,mu-]
Non-excluded CMS-EXO-13-006 11.217 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 4.768 0.0 0.077 8.585 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_320_mn1_6.3095e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.1535 6.309e-05 320.0 3.208 1[N1,mu-]
Excluded CMS-EXO-13-006 0.01189 "[[],[[jet,jet]]]  (HSCP,HSCP)" 154.051 0.0 230.947 230.947 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_120_mn1_0.3981_dm_50_la2_0.01_laL_0.01_.slha.py 19.925 0.3981 120.0 155375.561 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.075 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.5238 0.0 0.7853 0.7853 THSCPM1b IDM_mhc_560_mn1_0.0079432_dm_50_la2_0.01_laL_0.01_.slha.py 0.9297 0.007943 560.0 129.82 1[N1,mu-]
Non-excluded CMS-EXO-13-006 0.6244 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.2115 0.0 0.02695 0.3181 THSCPM1b,THSCPM2b,THSCPM9 IDM_mhc_600_mn1_0.0003981_dm_50_la2_0.01_laL_0.01_.slha.py 0.04068 0.0003981 600.0 5.67 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 0.0 "[[],[[jet,jet]]]  (HSCP,HSCP)" 2.056 0.0 3.082 3.082 THSCPM1b IDM_mhc_420_mn1_0.12589_dm_50_la2_0.01_laL_0.01_.slha.py 3.143 0.1258 420.0 3681.473 1[N1,mu-]
Excluded ATLAS-SUSY-2018-14 4.443 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 2.522 0.0 0.0 4.446 TSmuSmuDisp IDM_mhc_400_mn1_1e-06_dm_50_la2_0.01_laL_0.01_.slha.py 8.276 1e-06 400.0 0.03229 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.08485 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.08485 0.0 0.0 0.08485 TSmuSmuDisp IDM_mhc_780_mn1_0.00015848_dm_50_la2_0.01_laL_0.01_.slha.py 0.09967 0.0001584 780.0 1.333 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.3622 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.2622 0.0 0.0 0.3622 TSmuSmuDisp IDM_mhc_660_mn1_0.0001_dm_50_la2_0.01_laL_0.01_.slha.py 0.2318 0.0001 660.0 1.174 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.09468 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.09468 0.0 0.0 0.09468 TSmuSmuDisp IDM_mhc_760_mn1_0.00019952_dm_50_la2_0.01_laL_0.01_.slha.py 0.07863 0.0001995 760.0 1.761 1[N1,mu-]
Non-excluded ATLAS-SUSY-2018-14 0.05016 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.05016 0.0 0.0 0.05016 TSmuSmuDisp IDM_mhc_860_mn1_5.0118e-05_dm_50_la2_0.01_laL_0.01_.slha.py 0.146 5.011e-05 860.0 0.3467 1[N1,mu-]
Non-excluded CMS-PAS-EXO-16-036 0.5984 "[[],[[jet,jet]]]  (HSCP,HSCP)" 0.1558 0.0 0.2143 0.3453 THSCPM1b IDM_mhc_580_mn1_0.00079432_dm_50_la2_0.01_laL_0.01_.slha.py 0.1431 0.0007943 580.0 12.105 1[N1,mu-]
Non-excluded CMS-EXO-13-006 5.355 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 1.209 0.0 0.6569 2.787 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_380_mn1_0.00019952_dm_50_la2_0.01_laL_0.01_.slha.py 0.7685 0.0001995 380.0 7.149 1[N1,mu-]
Non-excluded CMS-EXO-13-006 4.093 "[[[l]],[[jet,jet],[l]]]  (MET,MET)" 0.8426 0.0 0.6733 2.047 THSCPM1b,THSCPM2b,THSCPM8,THSCPM9 IDM_mhc_400_mn1_0.00025118_dm_50_la2_0.01_laL_0.01_.slha.py 0.691 0.0002511 400.0 8.12 1[N1,mu-]
Excluded ATLAS-SUSY-2016-32 12.681 "[[],[[jet,jet]]]  (HSCP,HSCP)" 59.881 0.08023 89.771 89.913 THSCPM1b,THSCPM8 IDM_mhc_160_mn1_0.00079432_dm_50_la2_0.01_laL_0.01_.slha.py 23.123 0.0007943 160.0 168.655 1[N1,mu-]
Non-excluded ATLAS-SUSY-2016-32 0.0 No-missing-topologies 0.0 0.01329 0.0 0.0 THSCPM1b,THSCPM2b IDM_mhc_1000_mn1_0.00015848_dm_50_la2_0.01_laL_0.01_.slha.py 1.06e-07 0.0001584 1000.0 0.8087 1[N1,mu-]
